REFERENCIA,DESCRIPCIÓN,TOTAL_SALES,CUM_SHARE,ABC_CLASS,MEAN_MONTHLY_SALES,STD_MONTHLY_SALES,CV,XYZ_CLASS,ABC_XYZ
1J0721174C,CAUCHO PEDAL EMBRAGUE,283,0.6452989091827553,A,4.5645,7.971,1.7463,Z,AZ
1109101-K08-A1,FILTRO AIRE,282,0.6458553680521572,A,4.5484,7.0703,1.5545,Z,AZ
TRUD320,JGO. PASTILLA DE FRENO,281,0.646409853663157,A,4.5323,5.1391,1.1339,Z,AZ
FI-2F000,TAPA MODULO GASOLINA,281,0.6469643392741566,A,4.5323,5.0918,1.1235,Z,AZ
FL31112-C9100,FILTRO GASOLINA,281,0.6475188248851563,A,4.5323,4.4819,0.9889,Y,AY
FL2034702394,MODULO GASOLINA SUMERGIBLE,281,0.6480733104961561,A,4.5323,4.1532,0.9164,Y,AY
DR18060665,DISCO FRENO,280,0.6486258228487537,A,4.5161,9.1717,2.0309,Z,AZ
WT056105313C,RULIMAN CIGUENAL MOTRIZ,280,0.6491783352013513,A,4.5161,10.929,2.42,Z,AZ
TH-2849A,FILTRO ACEITE MAZDA PICK UP BT-50,280,0.6497308475539488,A,4.5161,7.8283,1.7334,Z,AZ
KR0K2A2-67-740,RELAY LUCES,280,0.6502833599065465,A,4.5161,4.3911,0.9723,Y,AY
8-97062294-0,FILTRO AIRE,280,0.6508358722591441,A,4.5161,7.4892,1.6583,Z,AZ
EP20-2050,KIT BANDA ALTERNADOR,280,0.6513883846117416,A,4.5161,3.9666,0.8783,Y,AY
KRNP1147A,JUEGO CABLES DE BUJIA,279,0.6519389237059371,A,4.5,6.4602,1.4356,Z,AZ
EP20-1721,JUEGO DE CORREAS DENTADAS,278,0.6524874895417304,A,4.4839,6.0422,1.3475,Z,AZ
HP8230,JGO. PASTILLA DE FRENO,278,0.6530360553775238,A,4.4839,6.2983,1.4047,Z,AZ
KR21310-26650,BOMBA ACEITE,278,0.6535846212133172,A,4.4839,10.7129,2.3892,Z,AZ
SL24253434,CARTER CAJA DE CAMBIO,278,0.6541331870491105,A,4.4839,3.8089,0.8495,Y,AY
WT5C0121251E,RADIADOR DE AGUA,277,0.6546797796265017,A,4.4677,9.012,2.0171,Z,AZ
KR59770-25000,CABLE FRENO MANO,277,0.6552263722038928,A,4.4677,6.9832,1.563,Z,AZ
FLFILSENTRA,FILTRO GASOLINA SUMERGIBLE,275,0.6557690182644798,A,4.4355,4.3538,0.9816,Y,AY
TRU55810-76A01,JGO. PASTILLA DE FRENO,275,0.6563116643250667,A,4.4355,5.0565,1.14,Z,AZ
FL31110-2P000,MODULO GASOLINA SUMERGIBLE,274,0.6568523371272514,A,4.4194,4.6854,1.0602,Z,AZ
WT5QM121251A,RADIADOR DE AGUA,274,0.6573930099294363,A,4.4194,5.8545,1.3248,Z,AZ
34810-65J00,SENSOR NIVEL GASOLINA,273,0.6579317094732189,A,4.4032,3.722,0.8453,Y,AY
ETCK5035,KIT DISTRIBUCION,272,0.6584684357585995,A,4.3871,10.9756,2.5018,Z,AZ
FL30CHN003,BOMBA GASOLINA SUMERGIBLE,272,0.65900516204398,A,4.3871,4.3565,0.993,Y,AY
EP20-1068,JUEGO DE CORREAS DENTADAS,272,0.6595418883293606,A,4.3871,4.6398,1.0576,Z,AZ
KRGNR-M022,REGULADOR ALTERNADOR,272,0.660078614614741,A,4.3871,7.73,1.762,Z,AZ
FL77020-0D010,MODULO GASOLINA SUMERGIBLE,271,0.6606133676417194,A,4.371,5.9031,1.3505,Z,AZ
14311561111,HORQUILLA 1RA Y 2DA ALTERNA,271,0.6611481206686978,A,4.371,3.7427,0.8563,Y,AY
EP20-X201,KIT DISTRIBUCION,271,0.6616828736956762,A,4.371,6.3759,1.4587,Z,AZ
CAV296KIT,FILTRO GASOLINA UNIVERSAL,270,0.6622156534642525,A,4.3548,6.4385,1.4785,Z,AZ
DRUM5133251,DISCO FRENO,270,0.6627484332328287,A,4.3548,6.1253,1.4065,Z,AZ
FL0K2DJ1335Z,MODULO GASOLINA SUMERGIBLE,270,0.663281213001405,A,4.3548,4.2582,0.9778,Y,AY
WT027109675,RETEN VALVULAS,269,0.6638120195115791,A,4.3387,9.4731,2.1834,Z,AZ
CR1931-OEM-2628,EMBLEMA DELA,268,0.6643408527633511,A,4.3226,6.5716,1.5203,Z,AZ
FIN31112-1CA00,FILTRO INTANK,268,0.6648696860151231,A,4.3226,6.0021,1.3885,Z,AZ
WT191407182,BUJE MESA SUSPENSION,268,0.6653985192668951,A,4.3226,4.2721,0.9883,Y,AY
PRC1200,BOBINA ENCENDIDO,267,0.6659253792602648,A,4.3065,6.6614,1.5468,Z,AZ
KR92060980,JUEGO CABLES DE BUJIA,266,0.6664502659952326,A,4.2903,3.5938,0.8377,Y,AY
5X0857551,PARASOL GOL IZQ PROMOCION,266,0.6669751527302004,A,4.2903,3.8871,0.906,Y,AY
DK90412783,TEMPLADOR BANDA DISTRIBUCION,266,0.667500039465168,A,4.2903,7.525,1.7539,Z,AZ
FL17040-1HK0B,MODULO  GASOLINA SUMERGIBLE,264,0.6680209796833315,A,4.2581,3.814,0.8957,Y,AY
DK90411769,TEMPLADOR BANDA DISTRIBUCION,264,0.6685419199014949,A,4.2581,8.9315,2.0976,Z,AZ
PRAC7180,VALVULA IAC,264,0.6690628601196584,A,4.2581,6.8977,1.6199,Z,AZ
FLCHR160COM,MODULO GASOLINA SUMERGIBLE,263,0.6695818270794197,A,4.2419,12.1731,2.8697,Z,AZ
28113-2S000,FILTRO AIRE,263,0.670100794039181,A,4.2419,6.8195,1.6076,Z,AZ
ALHP-2146,ROTULA M S DER POLO FOX,262,0.6706177877405401,A,4.2258,4.1091,0.9724,Y,AY
1J0698123DS,KIT REPARO MORDAZA DEL,262,0.6711347814418994,A,4.2258,3.9815,0.9422,Y,AY
020311113B,RETEN ACEITE MOTRIZ C C G V 2 0,261,0.6716498018848565,A,4.2097,8.5556,2.0324,Z,AZ
OES-S58101A-C,ZAPATAS DE FRENO,261,0.6721648223278135,A,4.2097,6.2169,1.4768,Z,AZ
VW032103601AA,CARTER,260,0.6726778695123684,A,4.1935,4.5467,1.0842,Z,AZ
WT052905225C,ROTOR DE DISTRIBUIDOR,260,0.6731909166969233,A,4.1935,7.0111,1.6719,Z,AZ
SL90457648,VALVULA CALECFACCION,260,0.6737039638814782,A,4.1935,9.6818,2.3087,Z,AZ
FL6090809R,BOMBA GASOLINA SUMERGIBLE,260,0.6742170110660332,A,4.1935,8.0037,1.9086,Z,AZ
FL40VSZ045,BOMBA GASOLINA SUMERGIBLE,259,0.674728084992186,A,4.1774,2.9101,0.6966,Y,AY
FG-0014,FILTRO GASOLINA,258,0.6752371856599365,A,4.1613,5.0901,1.2232,Z,AZ
DK96184932,POLEA TENSORA,258,0.6757462863276872,A,4.1613,9.0593,2.177,Z,AZ
TRUD768,JGO. PASTILLA DE FRENO,257,0.6762534137370357,A,4.1452,4.7785,1.1528,Z,AZ
FLAC72,TAPA BOMBA GASOLINA,257,0.6767605411463842,A,4.1452,4.8255,1.1641,Z,AZ
FL31110-0X000,MODULO GASOLINA SUMERGIBLE,256,0.6772656952973306,A,4.129,5.3506,1.2958,Z,AZ
OES-9EN0042,ENI I-SIGMA MULTI 15W40 4EC,256,0.6777708494482769,A,4.129,7.7511,1.8772,Z,AZ
ALHP-0789,GUARDAPOLVO PUNTA EJE GOLF,256,0.6782760035992234,A,4.129,4.7195,1.143,Z,AZ
DR96328338,DISCO FRENO,255,0.6787791844917676,A,4.1129,4.337,1.0545,Z,AZ
WT06A109108S,PROTECTOR DISTRIBUCION SUP.,253,0.6792784188675075,A,4.0806,8.2955,2.0329,Z,AZ
WT3251212531,RADIADOR,253,0.6797776532432475,A,4.0806,5.2557,1.288,Z,AZ
WT048109173D,PROTECTOR DISTRIBUCION SUP.,252,0.6802749143605853,A,4.0645,10.6512,2.6205,Z,AZ
FL080E2035,BOMBA GASOLINA SUMERGIBLE,252,0.6807721754779232,A,4.0645,6.5964,1.6229,Z,AZ
PRCM1T227,BOBINA ENCENDIDO,251,0.6812674633368588,A,4.0484,6.9408,1.7145,Z,AZ
ALHP-0609,SENSOR TEMPERATURA 2 PATAS POLO,251,0.6817627511957945,A,4.0484,4.7534,1.1741,Z,AZ
FL77020-0K390,MODULO GASOLINA SUMERGIBLE,251,0.6822580390547303,A,4.0484,3.8831,0.9592,Y,AY
17801-38051,FILTRO AIRE,250,0.6827513536552638,A,4.0323,3.6631,0.9084,Y,AY
RDUM5133047,RULIMAN RUEDA,249,0.6832426949973953,A,4.0161,8.5241,2.1225,Z,AZ
TRUD1264,JGO. PASTILLA DE FRENO,246,0.6837281165643203,A,3.9677,5.4771,1.3804,Z,AZ
PRTPS112,SENSOR CKP,246,0.6842135381312454,A,3.9677,7.0137,1.7677,Z,AZ
KR96288956,JUEGO CABLES DE BUJIA,246,0.6846989596981704,A,3.9677,5.0799,1.2803,Z,AZ
SL25622-02566,TERMOSTATO PLÁSTICO,244,0.6851804347482912,A,3.9355,9.1155,2.3162,Z,AZ
CAV 296 KIT,FILTRO GASOLINA UNIVERSAL,244,0.6856619097984119,A,3.9355,5.8001,1.4738,Z,AZ
DK377145299,POLEA TENSORA,244,0.6861433848485327,A,3.9355,6.005,1.5259,Z,AZ
WT037906457E,VALVULA IAC,244,0.6866248598986534,A,3.9355,6.4879,1.6486,Z,AZ
ETBK5002,KIT DISTRIBUCION,244,0.6871063349487743,A,3.9355,6.972,1.7716,Z,AZ
TRUD297,JGO. PASTILLA DE FRENO,244,0.687587809998895,A,3.9355,6.9022,1.7538,Z,AZ
KR54530-22A00,ROTULA SUSPENSION,244,0.6880692850490158,A,3.9355,3.6139,0.9183,Y,AY
FL15100-78F00,MODULO GASOLINA SUMERGIBLE,244,0.6885507600991365,A,3.9355,3.8932,0.9893,Y,AY
FLTUG,PREFILTRO,244,0.6890322351492573,A,3.9355,3.8599,0.9808,Y,AY
WT014141701E,HORQUILLA EMBRAGUE,243,0.6895117369409759,A,3.9194,5.9441,1.5166,Z,AZ
TRUD397,JGO. PASTILLA DE FRENO,242,0.6899892654742924,A,3.9032,5.2998,1.3578,Z,AZ
ED0271-GRA-1975,PLATO BASE AMORTIGUADOR DELA,242,0.6904667940076089,A,3.9032,7.5791,1.9417,Z,AZ
FL400AC001,BOMBA GASOLINA SUMERGIBLE,242,0.6909443225409254,A,3.9032,8.3371,2.1359,Z,AZ
TRUD1181,JGO. PASTILLA DE FRENO,242,0.6914218510742419,A,3.9032,5.7857,1.4823,Z,AZ
USNS-0553,"EMPAQUE CABEZOTE MOTOR APK BORA, JETTA, GOLF IV 1.8-2.0cc",241,0.6918974063491562,A,3.8871,7.4749,1.923,Z,AZ
DR90497879,DISCO FRENO,241,0.6923729616240706,A,3.8871,5.9354,1.527,Z,AZ
FL42TRD003,BOMBA GASOLINA SUMERGIBLE,240,0.6928465436405828,A,3.871,3.3384,0.8624,Y,AY
8TF358146-621,BOMBA GASOLINA SUMERGIBLE,240,0.693320125657095,A,3.871,10.2619,2.651,Z,AZ
037121065L,CANERIA DE AGUA GOLF VENTO,240,0.6937937076736073,A,3.871,4.6333,1.1969,Z,AZ
XI-08,FILTRO GASOLINA,240,0.6942672896901195,A,3.871,3.9574,1.0223,Z,AZ
FG-9123,FILTRO GASOLINA,240,0.6947408717066317,A,3.871,6.3207,1.6328,Z,AZ
FL300TU200,MODULO GASOLINA SUMERGIBLE,240,0.6952144537231439,A,3.871,3.3863,0.8748,Y,AY
WP96352650,BOMBA AGUA,240,0.6956880357396562,A,3.871,6.8873,1.7792,Z,AZ
FL4012V120,BOMBA GASOLINA,239,0.6961596444977662,A,3.8548,4.6171,1.1977,Z,AZ
SL90566948,VALVULA CALEFACCION,239,0.6966312532558764,A,3.8548,4.2115,1.0925,Z,AZ
FL31110-26500,MODULO GASOLINA SUMERGIBLE,239,0.6971028620139864,A,3.8548,4.2686,1.1073,Z,AZ
KR27501-26D00,JUEGO CABLES DE BUJIA,239,0.6975744707720966,A,3.8548,3.5689,0.9258,Y,AY
TRUD889,JGO. PASTILLA DE FRENO,239,0.6980460795302066,A,3.8548,4.5111,1.1702,Z,AZ
CR1391-ORI-2633,CERRADURA PUERTA DELA LH,238,0.6985157150299146,A,3.8387,4.8864,1.2729,Z,AZ
FLMF006KIT,JGO MICROFILTRO  MAZDA BT-50,238,0.6989853505296225,A,3.8387,9.4633,2.4652,Z,AZ
WT6Q0411315E,BARRA ESTABILIZADORA,237,0.6994530127709284,A,3.8226,6.8026,1.7796,Z,AZ
WT3051210632,MANGUERA REFRIGERANTE INF.,237,0.6999206750122342,A,3.8226,5.6925,1.4892,Z,AZ
EP21-0589,JUEGO DE CADENA DE DISTRIBUCIÓN,237,0.70038833725354,A,3.8226,5.3114,1.3895,Z,AZ
DR3172,DISCO FRENO,237,0.7008559994948459,A,3.8226,4.8611,1.2717,Z,AZ
KR96211948,JUEGO CABLES DE BUJIA,237,0.7013236617361517,A,3.8226,3.6743,0.9612,Y,AY
PR76536,KIT DISTRIBUCION,236,0.7017893507190553,A,3.8065,6.6474,1.7464,Z,AZ
ALHP-2458,SELECTOR DE MARCHAS,236,0.702255039701959,A,3.8065,7.7164,2.0272,Z,AZ
COR2,FILTRO GASOLINA,236,0.7027207286848628,A,3.8065,3.6004,0.9459,Y,AY
PR76582,KIT DISTRIBUCION,236,0.7031864176677665,A,3.8065,5.7357,1.5068,Z,AZ
DR40206-EM10A,DISCO FRENO,236,0.7036521066506701,A,3.8065,5.3937,1.417,Z,AZ
TRUD510,JGO. PASTILLA DE FRENO,236,0.7041177956335738,A,3.8065,12.9663,3.4064,Z,AZ
WT377412329,BASE AMORTIGUADOR CON RODAMIENTO,236,0.7045834846164775,A,3.8065,8.4373,2.2166,Z,AZ
TRUD402,JGO. PASTILLA DE FRENO,236,0.7050491735993812,A,3.8065,8.3644,2.1974,Z,AZ
TRUD1393,JGO. PASTILLA DE FRENO,236,0.7055148625822849,A,3.8065,7.0844,1.8611,Z,AZ
ALHP-1427,JGO PASTILLAS GTI VENTO 2000 PD329,235,0.7059785783067865,A,3.7903,4.5335,1.1961,Z,AZ
1J4837461H,LEVANTAVIDRIO ELECTR DEL LH CON BASE,234,0.7064403207728859,A,3.7742,3.2845,0.8702,Y,AY
FLSA2,PREFILTRO,234,0.7069020632389853,A,3.7742,6.3001,1.6693,Z,AZ
FLAX1,PREFILTRO,234,0.7073638057050847,A,3.7742,7.0171,1.8592,Z,AZ
FI-Y922,FILTRO GASOLINA,234,0.7078255481711841,A,3.7742,4.3973,1.1651,Z,AZ
EP20-1160,JUEGO DE CORREAS DENTADAS,233,0.7082853173788815,A,3.7581,3.0622,0.8148,Y,AY
1500A098,FILTRO AIRE,233,0.7087450865865786,A,3.7581,4.8979,1.3033,Z,AZ
FL0824000B,BOMBA GASOLINA SUMERGIBLE,233,0.709204855794276,A,3.7581,8.9725,2.3875,Z,AZ
TH-28N,FILTRO ACEITE ISUZU NKR/NHR M26 X 1.5,233,0.7096646250019732,A,3.7581,6.5665,1.7473,Z,AZ
FL4018DMAX,BOMBA GASOLINA SUMERGIBLE,232,0.7101224209512684,A,3.7419,5.8611,1.5663,Z,AZ
KR96460220,JUEGO CABLES DE BUJIA,231,0.7105782436421614,A,3.7258,4.3224,1.1601,Z,AZ
SL2562023610,TERMOSTATO METÁLICO,231,0.7110340663330544,A,3.7258,6.3224,1.6969,Z,AZ
SE94460-1R000,SENSOR NIVEL GASOLINA,231,0.7114898890239475,A,3.7258,4.3853,1.177,Z,AZ
327823397.1,PRESILLA VARILLA APOYO CAPOT GOL,230,0.7119437384564383,A,3.7097,4.598,1.2395,Z,AZ
FL4001R050,BOMBA GASOLINA SUMERGIBLE,229,0.7123956146305271,A,3.6935,3.657,0.9901,Y,AY
TR3731-OEM-2624,PINON 3ERA C/CAMBIO,229,0.7128474908046158,A,3.6935,8.5941,2.3268,Z,AZ
030145299F,POLEA TENSOR B ALT POLO 1 6 BR S A,229,0.7132993669787046,A,3.6935,8.6911,2.353,Z,AZ
FL31110-F3500,MODULO GASOLINA SUMERGIBLE,229,0.7137512431527934,A,3.6935,3.8252,1.0356,Z,AZ
EP20-1442,KIT DISTRIBUCION,228,0.71420114606848,A,3.6774,3.9991,1.0875,Z,AZ
056919081C,TROMPO PRESION ACEITE BAJA G VCAFE,228,0.7146510489841665,A,3.6774,4.5641,1.2411,Z,AZ
325422375.1,TAPA DEPOSITO HIDRAULICO,228,0.7151009518998532,A,3.6774,11.1887,3.0425,Z,AZ
AVM454,JGO. DE RUEDA LIBRE,227,0.7155488815571377,A,3.6613,6.655,1.8177,Z,AZ
FL17040-95F0B,MODULO GASOLINA SUMERGIBLE,227,0.7159968112144222,A,3.6613,5.5647,1.5199,Z,AZ
WT030115636D,TUBO ALOJAMIENTO,227,0.7164447408717066,A,3.6613,7.0366,1.9219,Z,AZ
PR93231759,SENSOR OXIGENO,227,0.7168926705289911,A,3.6613,4.5114,1.2322,Z,AZ
FG-312,FILTRO GASOLINA,226,0.7173386269278734,A,3.6452,3.8231,1.0488,Z,AZ
FL60GRJ235,BOMBA GASOLINA SUMERGIBLE,226,0.7177845833267558,A,3.6452,4.6701,1.2812,Z,AZ
ALHP-2471,SENSOR DE OXIGENO,226,0.7182305397256381,A,3.6452,7.5969,2.0841,Z,AZ
FL9628163780,MODULO GASOLINA SUMERGIBLE,226,0.7186764961245204,A,3.6452,6.0458,1.6586,Z,AZ
TR3731-OEM-0023,ARBOL MOTRIZ CAJA CAMBIO,226,0.7191224525234029,A,3.6452,6.222,1.7069,Z,AZ
5DA193175-481,BOBINA ENCENDIDO,225,0.719566435663883,A,3.629,6.6192,1.824,Z,AZ
TB24113040,CUERPO ACELERACION,225,0.7200104188043632,A,3.629,4.8534,1.3374,Z,AZ
DK96350550,TEMPLADOR BANDA DISTRIBUCION,225,0.7204544019448434,A,3.629,6.6991,1.846,Z,AZ
24103565,FILTRO ACEITE SAIL 2012 2017 1.4 N200 N300 M18X1.5,224,0.7208964118269215,A,3.6129,7.2298,2.0011,Z,AZ
WT050109175A,PROTECTOR BANDA DISTRIBUCION INF.,224,0.7213384217089996,A,3.6129,3.2446,0.8981,Y,AY
FL8V51-9H307-DA,MODULO DE GASOLINA SUMERGIBLE,223,0.7217784583326756,A,3.5968,3.4194,0.9507,Y,AY
KR0K2A1-61-710A,ELECTROVENTILADOR,223,0.7222184949563515,A,3.5968,4.8774,1.356,Z,AZ
FLORING001,ORING INYECTOR,222,0.7226565583216253,A,3.5806,3.5129,0.9811,Y,AY
WT823199381B,BASE MOTOR GOL,222,0.7230946216868992,A,3.5806,3.1497,0.8797,Y,AY
WT1J0412331CS,BASE AMORTIGUADOR,222,0.7235326850521729,A,3.5806,5.0114,1.3996,Z,AZ
TRUD530,JGO. PASTILLA DE FRENO,222,0.7239707484174468,A,3.5806,4.682,1.3076,Z,AZ
TRUD556,JGO. PASTILLA DE FRENO,221,0.7244068385243184,A,3.5645,4.8348,1.3564,Z,AZ
8DD355117-151,DISCO FRENO DEL.,221,0.7248429286311902,A,3.5645,3.5679,1.0009,Z,AZ
KR95225-2D000,RELAY LUCES,221,0.7252790187380618,A,3.5645,4.1294,1.1585,Z,AZ
FL122ZA20,BANDA DISTRIBUCION LUV 2.3 GATES T122,221,0.7257151088449335,A,3.5645,3.6879,1.0346,Z,AZ
SL96273608,TUBO CALECFACCION,221,0.7261511989518051,A,3.5645,3.3293,0.934,Y,AY
PRE254,SOKQUET,221,0.7265872890586769,A,3.5645,7.1451,2.0045,Z,AZ
1C0945511A,INTERRUPTOR LUZ FRENO GLFIV POLO JETTA,220,0.7270214059071464,A,3.5484,5.6445,1.5907,Z,AZ
EP20-1237,JUEGO DE CORREAS DENTADAS,220,0.7274555227556159,A,3.5484,7.6468,2.155,Z,AZ
TRUD1316,JGO. PASTILLA DE FRENO,219,0.7278876663456832,A,3.5323,8.6746,2.4558,Z,AZ
SQ-1284,SOCKET ELÉCTRICO,218,0.7283178366773486,A,3.5161,5.4232,1.5424,Z,AZ
KR24578253,JUEGO DE CABLES DE BUJIA,218,0.7287480070090139,A,3.5161,2.9334,0.8343,Y,AY
6PU009163-491,SENSOR POSICION CIGUENAL,218,0.7291781773406791,A,3.5161,4.8151,1.3694,Z,AZ
TB07K133062B,CUERPO ACELERACION,218,0.7296083476723444,A,3.5161,4.9113,1.3968,Z,AZ
TRUD1215,JGO. PASTILLA DE FRENO,218,0.7300385180040097,A,3.5161,3.3299,0.947,Y,AY
WT03L103469F,TAPA VALVULAS,217,0.7304667150772728,A,3.5,4.0231,1.1495,Z,AZ
DKR2737,BOMBA GASOLINA SUMERGIBLE,216,0.7308929388921338,A,3.4839,2.6745,0.7677,Y,AY
FD-7401G,FILTRO COMBUSTIBLE,216,0.7313191627069948,A,3.4839,5.6218,1.6137,Z,AZ
FLAC3,PREFILTRO,215,0.7317434132634537,A,3.4677,3.1608,0.9115,Y,AY
4RV008188-461,RELAY PRECALIENTAMIENTO,214,0.7321656905615104,A,3.4516,5.5581,1.6103,Z,AZ
6Q0407183,BUJE MESA GRANDE POLO,214,0.7325879678595671,A,3.4516,5.9722,1.7303,Z,AZ
DR0K01133251D,DISCO FRENO,214,0.7330102451576239,A,3.4516,5.0853,1.4733,Z,AZ
GLYSANTING48 LITRO,REFRIGERANTE,213,0.7334305491972785,A,3.4355,3.467,1.0092,Z,AZ
FL60DMAX60,BOMBA GASOLINA SUMERGIBLE,213,0.7338508532369331,A,3.4355,2.9872,0.8695,Y,AY
USNS-0271,"JGO DE RINES STANDAR BAH FOX (5Z1,5Z3,5Z4) 1.6 CROSSFOX, GOL V 1.6 CFZA 2009--->, POLO (9N_, 9A_) 1.6 2002---2005",213,0.7342711572765876,A,3.4355,3.8379,1.1171,Z,AZ
TRD4039,KIT DISTRIBUCION,213,0.7346914613162423,A,3.4355,4.3464,1.2651,Z,AZ
SP-1194,JGO. PASTILLA DE FRENO,212,0.7351097920974947,A,3.4194,3.8039,1.1124,Z,AZ
1H685714701C,MANIJA GUANTERA G V,212,0.7355281228787472,A,3.4194,4.3238,1.2645,Z,AZ
FG-55AB,FILTRO GASOLINA,211,0.7359444804015975,A,3.4032,6.4819,1.9046,Z,AZ
FL1J0919051,SENSOR NIVEL GASOLINA,211,0.7363608379244478,A,3.4032,6.2513,1.8369,Z,AZ
FL4012V14P,BOMBA GASOLINA,211,0.7367771954472982,A,3.4032,7.7114,2.2659,Z,AZ
28113-D3300,FILTRO AIRE,211,0.7371935529701485,A,3.4032,5.572,1.6373,Z,AZ
EP20-1728,JUEGO DE CORREAS DENTADAS,210,0.7376079372345967,A,3.3871,3.9241,1.1585,Z,AZ
XI-17,FILTRO GASOLINA,210,0.7380223214990449,A,3.3871,5.9686,1.7622,Z,AZ
FLSP14,SENSOR NIVEL GASOLINA,210,0.7384367057634932,A,3.3871,7.185,2.1213,Z,AZ
1109101-k80,FILTRO AIRE,210,0.7388510900279414,A,3.3871,8.5917,2.5366,Z,AZ
FL17040-ED80A,MODULO GASOLINA SUMERGIBLE,209,0.7392635010339874,A,3.371,3.9359,1.1676,Z,AZ
TRUD436,JGO. PASTILLA DE FRENO,209,0.7396759120400335,A,3.371,2.8581,0.8479,Y,AY
FLE2541M,MODULO GASOLINA SUMERGIBLE,209,0.7400883230460795,A,3.371,3.4371,1.0196,Z,AZ
TRUD1116,JGO. PASTILLA DE FRENO,209,0.7405007340521256,A,3.371,5.8537,1.7365,Z,AZ
KR95550-39000,RELAY LUCES,209,0.7409131450581716,A,3.371,3.9767,1.1797,Z,AZ
7865217374831,REFRIGERADORA 16 370LT IND TOP,209,0.7413255560642177,A,3.371,3.0651,0.9093,Y,AY
TB55561495,CUERPO ACELERACION,208,0.7417359938118616,A,3.3548,4.5263,1.3492,Z,AZ
FL1106100BK00XA,MODULO GASOLINA SUMERGIBLE,208,0.7421464315595055,A,3.3548,5.6742,1.6914,Z,AZ
WT03L906054A,TROMPO PRESION COMBUSTIBLE,208,0.7425568693071495,A,3.3548,7.4468,2.2197,Z,AZ
TRUD465,JGO. PASTILLA DE FRENO,207,0.7429653337963913,A,3.3387,6.9094,2.0695,Z,AZ
EP21-0389,JUEGO DE CADENA DE DISTRIBUCIÓN,207,0.7433737982856331,A,3.3387,6.1064,1.829,Z,AZ
ALHP-1103,TERMOSWICHT GOLF IV,207,0.7437822627748749,A,3.3387,5.5878,1.6737,Z,AZ
GM93285974,SENSOR NIVEL GASOLINA,206,0.7441887540057146,A,3.3226,7.5258,2.2651,Z,AZ
WT026906161,TROMPO TEMPERATURA,206,0.7445952452365542,A,3.3226,5.248,1.5795,Z,AZ
058109611E,VALVULA ESCAPE GOLF IV 1 8 TURBO,205,0.7449997632089917,A,3.3065,3.2607,0.9862,Y,AY
FL17040-4EF1A,MODULO GASOLINA SUMERGIBLE,205,0.7454042811814293,A,3.3065,6.0257,1.8224,Z,AZ
028103500,CAUCHO DESFOGUE T V,205,0.7458087991538668,A,3.3065,6.9967,2.1161,Z,AZ
WT068117021B,RADIADOR ACEITE,205,0.7462133171263043,A,3.3065,3.7183,1.1245,Z,AZ
SL25620-23000,TERMOSTATO METÁLICO,205,0.7466178350987418,A,3.3065,5.8986,1.784,Z,AZ
XI-84,FILTRO GASOLINA,205,0.7470223530711794,A,3.3065,4.848,1.4662,Z,AZ
PR76531,KIT DISTRIBUCION,204,0.7474248977852148,A,3.2903,5.4132,1.6452,Z,AZ
FL93285976,SEMI MODULO GASOLINA SUMERGIBLE,204,0.7478274424992502,A,3.2903,5.2988,1.6104,Z,AZ
FLSEN,PREFILTRO,203,0.7482280139548835,A,3.2742,6.6337,2.026,Z,AZ
USNS-2482,"TAPA DEPOSITO REFRIGERANTE BEETLE 2012---2019, GOL V 2009--->, GOLF VII 2012---2017M JETTA 2017--->, PASSAT 2005--...",203,0.7486285854105167,A,3.2742,5.0231,1.5341,Z,AZ
WT1K0122291A,ACOPLE REFRIGERANTE,202,0.7490271836077478,A,3.2581,3.3309,1.0223,Z,AZ
GM96420303,TAPA DEPOSITO AGUA RADIADOR,202,0.7494257818049789,A,3.2581,4.1965,1.288,Z,AZ
SL13502353,TAPA RESERVORIO,201,0.749822406743808,A,3.2419,6.9251,2.1361,Z,AZ
EP20-1917,JUEGO DE CORREAS DENTADAS,201,0.7502190316826369,A,3.2419,5.098,1.5725,Z,AZ
FLDMAXDD,SENSOR NIVEL GASOLINA,200,0.7506136833630638,A,3.2258,5.7765,1.7907,Z,AZ
WT036103464G,VALVULA PCV,200,0.7510083350434906,A,3.2258,5.2867,1.6389,Z,AZ
FL60CHR160,MODULO GASOLINA SUMERGIBLE,200,0.7514029867239175,A,3.2258,6.4718,2.0063,Z,AZ
TRUD1592,JGO. PASTILLA DE FRENO,200,0.7517976384043443,A,3.2258,5.7626,1.7864,Z,AZ
FL35IZU200,BOMBA GASOLINA SUMERGIBLE,200,0.7521922900847712,A,3.2258,6.2124,1.9259,Z,AZ
FL77020-0K030,MODULO GASOLINA SUMERGIBLE,200,0.752586941765198,A,3.2258,8.2997,2.5729,Z,AZ
032129620B,FILTRO DE AIRE,199,0.7529796201872228,A,3.2097,4.4762,1.3946,Z,AZ
GM652148,CARTER,199,0.7533722986092475,A,3.2097,4.0407,1.2589,Z,AZ
FLK30A1335Z,MODULO GASOLINA SUMERGIBLE,199,0.7537649770312722,A,3.2097,5.7253,1.7837,Z,AZ
TRD4001,KIT DISTRIBUCION,199,0.7541576554532969,A,3.2097,2.5472,0.7936,Y,AY
KR96305387,JUEGO CABLES DE BUJIA,199,0.7545503338753217,A,3.2097,8.1362,2.5349,Z,AZ
