REFERENCIA,DESCRIPCIÓN,TOTAL_SALES,CUM_SHARE,ABC_CLASS,MEAN_MONTHLY_SALES,STD_MONTHLY_SALES,CV,XYZ_CLASS,ABC_XYZ
SL96808460,DEPOSITO HIDRAULICO,415,0.4847407927762956,A,6.6935,11.4054,1.7039,Z,AZ
PROS4,SENSOR OXIGENO,414,0.48555772175477924,A,6.6774,9.3408,1.3989,Z,AZ
FL46443197,MODULO GASOLINA SUMERGIBLE,413,0.4863726774748607,A,6.6613,7.4508,1.1185,Z,AZ
321611939E,MANGUERA DE VACIO G V 1 8,412,0.48718565993654,A,6.6452,8.4014,1.2643,Z,AZ
EPP513,BOMBA DE AGUA,411,0.4879966691398172,A,6.629,11.1619,1.6838,Z,AZ
KR96312545,FLASHER DIRECCIONAL,411,0.4888076783430944,A,6.629,9.3589,1.4118,Z,AZ
EP20-1677,KIT DISTRIBUCION,410,0.48961671428796943,A,6.6129,14.2889,2.1608,Z,AZ
NS11110ED010,CARTER,409,0.49042377697444234,A,6.5968,7.2922,1.1054,Z,AZ
KR93740756,REGULADOR ALTERNADOR,408,0.4912288664025131,A,6.5806,9.6529,1.4669,Z,AZ
1H4839461A,LEVANTAVIDRIO ELECT POST IZQ G V,406,0.49203000931377966,A,6.5484,6.8807,1.0508,Z,AZ
FG-0012,FILTRO GASOLINA,404,0.4928272057082419,A,6.5161,12.6959,1.9484,Z,AZ
PRSE94580175,SENSNOR TPS,404,0.49362440210270414,A,6.5161,5.7016,0.875,Y,AY
DKR-1-RED_L,ROJO LITRO,403,0.49441962523876426,A,6.5,19.1495,2.9461,Z,AZ
FL31110-A0000,MODULO GASOLINA SUMERGIBLE,402,0.49521287511642226,A,6.4839,8.2418,1.2711,Z,AZ
FG-2021,FILTRO GASOLINA,401,0.4960041517356781,A,6.4677,20.4432,3.1608,Z,AZ
FL30017001,BOMBA GASOLINA SUMERGIBLE,400,0.4967934550965318,A,6.4516,5.1703,0.8014,Y,AY
TRUD401,JGO. PASTILLA DE FRENO,400,0.49758275845738553,A,6.4516,9.2085,1.4273,Z,AZ
KR373998031,JUEGO CABLES DE BUJIA,399,0.4983700885598371,A,6.4355,10.3995,1.616,Z,AZ
WT1J0411314R-KIT,KIT BUJE,398,0.4991554454038865,A,6.4194,14.2065,2.2131,Z,AZ
305711025.1,KIT BASE PALANCA CAMBIOS GOL,396,0.4999368557311317,A,6.3871,10.3228,1.6162,Z,AZ
PR73001N,KIT DISTRIBUCION,396,0.5007182660583769,A,6.3871,10.6003,1.6596,Z,AZ
FD-7401,FILTRO GASOLINA,394,0.5014957298688177,A,6.3548,14.5259,2.2858,Z,AZ
7865217388258,SERVICIOS LOGISTICOS,394,0.5022731936792587,A,6.3548,7.9212,1.2465,Z,AZ
WT1K0121407F,RESERVORIO,392,0.5030467109728953,A,6.3226,7.1972,1.1383,Z,AZ
FL70VW51BH,BOMBA GASOLINA SUMERGIBLE,392,0.5038202282665319,A,6.3226,11.1149,1.758,Z,AZ
TY17201-30120,TURBO,391,0.5045917723017664,A,6.3065,11.7069,1.8563,Z,AZ
TRUD906,JGO. PASTILLA DE FRENO,391,0.5053633163370009,A,6.3065,8.9795,1.4239,Z,AZ
KR49542-28540,GUARDAPOLVO,391,0.5061348603722354,A,6.3065,7.8218,1.2403,Z,AZ
FL2E0919050F,MODULO GASOLINA SUMERGIBLE,390,0.5069044311490678,A,6.2903,9.8085,1.5593,Z,AZ
HP3004,JGO. PASTILLA DE FRENO,389,0.507672028667498,A,6.2742,4.8132,0.7671,Y,AY
TRUD1303,JGO. PASTILLA DE FRENO,388,0.5084376529275262,A,6.2581,17.5471,2.8039,Z,AZ
036103464G,RESPIRADERO ACEITE POLO 1 6,387,0.5092013039291521,A,6.2419,9.8369,1.5759,Z,AZ
FL16146752368,BOMBA GASOLINA SUMERGIBLE,386,0.509962981672376,A,6.2258,4.9527,0.7955,Y,AY
FL31110-1M000,MODULO GASOLINA SUMERGIBLE,385,0.5107226861571976,A,6.2097,5.6828,0.9152,Y,AY
FL012VT200,BOMBA GASOLINA SUMERGIBLE,385,0.5114823906420194,A,6.2097,7.3641,1.1859,Z,AZ
FLADMAX,SENSOR NIVEL GASOLINA,384,0.5122401218684389,A,6.1935,7.9613,1.2854,Z,AZ
PR96394004,SENSOR OXIGENO,382,0.5129939065780542,A,6.1613,4.7864,0.7768,Y,AY
TRU58101-4AA00,JGO. PASTILLA DE FRENO,382,0.5137476912876695,A,6.1613,5.826,0.9456,Y,AY
ETBK5004,KIT DISTRIBUCION,382,0.5145014759972848,A,6.1613,13.0027,2.1104,Z,AZ
5X0121293A,DEFLECTOR SUPERIOR,382,0.5152552607069001,A,6.1613,12.8015,2.0777,Z,AZ
1784527,ANTENA TECHO,382,0.5160090454165154,A,6.1613,9.3674,1.5204,Z,AZ
FL23537761,MODULO GASOLINA SUMERGIBLE,382,0.5167628301261307,A,6.1613,10.6834,1.734,Z,AZ
WT3254223711,DEPOSITO ACEITE HIDRAULICO,381,0.5175146415773438,A,6.1452,7.1253,1.1595,Z,AZ
FLAC8,PREFILTRO,381,0.518266453028557,A,6.1452,6.4103,1.0431,Z,AZ
DK1194503G00,POLEA ACCESORIOS,381,0.5190182644797702,A,6.1452,5.8167,0.9465,Y,AY
GM9052786,CARTER,380,0.5197681026725812,A,6.129,14.9423,2.438,Z,AZ
SP-1079R,JGO. PASTILLA DE FRENO,380,0.5205179408653922,A,6.129,11.2214,1.8309,Z,AZ
TRUD602,JGO. PASTILLA DE FRENO,380,0.5212677790582032,A,6.129,10.156,1.657,Z,AZ
FI-A106,FILTRO GASOLINA,380,0.5220176172510143,A,6.129,4.9627,0.8097,Y,AY
WT6QE121253A,RADIADOR DE AGUA,379,0.5227654821854232,A,6.1129,11.1487,1.8238,Z,AZ
EP20-1002,JUEGO DE CORREAS DENTADAS,378,0.5235113738614299,A,6.0968,10.1182,1.6596,Z,AZ
TRUD1492,JGO. PASTILLA DE FRENO,378,0.5242572655374367,A,6.0968,9.3026,1.5258,Z,AZ
TRUD1572,JGO. PASTILLA DE FRENO,377,0.5250011839550413,A,6.0806,9.9714,1.6399,Z,AZ
FL31110-1F980,MODULO GASOLINA SUMERGIBLE,377,0.5257451023726459,A,6.0806,6.0543,0.9957,Y,AY
DR9064210012,DISCO FRENO,376,0.5264870475318484,A,6.0645,13.4427,2.2166,Z,AZ
ME017246,FILTRO AIRE,376,0.5272289926910508,A,6.0645,8.4508,1.3935,Z,AZ
698286,MASCARILLA REJILLA VENTILACION URANIO,375,0.5279689645918513,A,6.0484,5.6609,0.9359,Y,AY
HP5224,JGO. PASTILLA DE FRENO,375,0.5287089364926516,A,6.0484,12.8244,2.1203,Z,AZ
WT6RG955453B,RESERVORIO PLUMAS,374,0.5294469351350498,A,6.0323,9.4936,1.5738,Z,AZ
XI-81,FILTRO GASOLINA,374,0.530184933777448,A,6.0323,5.853,0.9703,Y,AY
EPAP8266,BOMBA AGUA AUXILIAR AMAROK,373,0.5309209591614441,A,6.0161,6.3079,1.0485,Z,AZ
TRUD1345,JGO. PASTILLA DE FRENO,373,0.5316569845454402,A,6.0161,5.5139,0.9165,Y,AY
020301227D,ANILLO HERMETICO ARBOL CC GV,370,0.5323870901542299,A,5.9677,8.6769,1.454,Z,AZ
FLSA1,PREFILTRO,370,0.5331171957630195,A,5.9677,5.9676,1.0,Y,AY
FL162S8M20,BANDA DISTRIBUCION,369,0.5338453281134071,A,5.9516,8.2431,1.385,Z,AZ
5DA358057-891,BOBINA ENCENDIDO,369,0.5345734604637946,A,5.9516,8.4078,1.4127,Z,AZ
SL8-97234350-0,DEPOSITO HIDRAULICO,368,0.5352996195557801,A,5.9355,16.6645,2.8076,Z,AZ
13780-77E00,FILTRO AIRE,368,0.5360257786477655,A,5.9355,8.1476,1.3727,Z,AZ
DKR4835,BOMBA GASOLINA SUMERGIBLE,368,0.5367519377397509,A,5.9355,7.2398,1.2198,Z,AZ
DK94580139,TEMPLADOR BANDA DISTRIBUCION,368,0.5374780968317363,A,5.9355,5.9754,1.0067,Z,AZ
ETCK2090,KIT DISTRIBUCION,366,0.5382003094069174,A,5.9032,6.5197,1.1044,Z,AZ
DR96320531,DISCO FRENO,365,0.5389205487236964,A,5.8871,10.1887,1.7307,Z,AZ
FLAC55,TAPA MODULO GASOLINA,364,0.5396388147820733,A,5.871,7.201,1.2265,Z,AZ
A12-1109111,FILTRO AIRE,363,0.5403551075820481,A,5.8548,9.242,1.5785,Z,AZ
FL68065575AA,MODULO GASOLINA SUMERGIBLE,363,0.5410714003820228,A,5.8548,6.5644,1.1212,Z,AZ
FL08453509,BOMBA GASOLINA SUMERGIBLE,362,0.5417857199235955,A,5.8387,10.1587,1.7399,Z,AZ
KR27501-24C10,JUEGO CABLES DE BUJIA,362,0.542500039465168,A,5.8387,7.2695,1.245,Z,AZ
HP8451,JGO. PASTILLA DE FRENO,362,0.5432143590067406,A,5.8387,8.7588,1.5001,Z,AZ
XI-83,FILTRO GASOLINA,361,0.5439267052899112,A,5.8226,6.8968,1.1845,Z,AZ
8DD355134-251,DISCO FRENO DEL.,361,0.5446390515730816,A,5.8226,9.9003,1.7003,Z,AZ
WTXS4G9K478BB,BASE TERMOSTATO,360,0.54534942459785,A,5.8065,4.9476,0.8521,Y,AY
FL13503672,MODULO GASOLINA SUMERGIBLE,358,0.546055851105814,A,5.7742,6.2538,1.0831,Z,AZ
FL31110-0U000,MODULO GASOLINA SUMERGIBLE,358,0.546762277613778,A,5.7742,9.636,1.6688,Z,AZ
FLMI2,PREFILTRO,357,0.54746673086334,A,5.7581,9.1628,1.5913,Z,AZ
KR377998031,JUEGO CABLES DE BUJIA,356,0.5481692108544998,A,5.7419,13.0544,2.2735,Z,AZ
FL30919051,MODULO GASOLINA SUMERGIBLE,355,0.5488697175872574,A,5.7258,6.9356,1.2113,Z,AZ
OES-9EN0138,ENI I-BASE PLUS 20W50 4EC 1QT,355,0.5495702243200151,A,5.7258,14.1856,2.4775,Z,AZ
KR93235772,JUEGO CABLES DE BUJIA,354,0.5502687577943707,A,5.7097,7.572,1.3262,Z,AZ
FL31110-2B000,MODULO GASOLINA SUMERGIBLE,354,0.5509672912687262,A,5.7097,12.3215,2.158,Z,AZ
HP5014,JGO. PASTILLA DE FRENO,353,0.5516638514846797,A,5.6935,7.4044,1.3005,Z,AZ
FL31110-1M200,MODULO GASOLINA SUMERGIBLE,353,0.552360411700633,A,5.6935,6.6347,1.1653,Z,AZ
8EA011612-641,MOTOR ARRANQUE,353,0.5530569719165864,A,5.6935,8.6781,1.5242,Z,AZ
TRUD1146,JGO. PASTILLA DE FRENO,353,0.5537535321325399,A,5.6935,7.4846,1.3146,Z,AZ
EPPK06570TH,BOMBA AGUA,353,0.5544500923484932,A,5.6935,12.9647,2.2771,Z,AZ
KR25330-3Z000,TAPA RADIADOR,352,0.5551446793060445,A,5.6774,7.2418,1.2756,Z,AZ
FS-1407,FILTRO GASOLINA,352,0.5558392662635957,A,5.6774,11.855,2.0881,Z,AZ
FLMR990884,MODULO GASOLINA SUMERGIBLE,350,0.5565299067043428,A,5.6452,4.597,0.8143,Y,AY
085141165H,RULIMAN EMBRAGUE POLO 1 4,350,0.5572205471450897,A,5.6452,4.968,0.88,Y,AY
MA96873725,SELECTOR MARCHAS,349,0.5579092143274346,A,5.629,9.8279,1.7459,Z,AZ
FL15100-76A30,MODULO GASOLINA SUMERGIBLE,348,0.5585959082513773,A,5.6129,8.7848,1.5651,Z,AZ
SL96317980,TERMOSTATO METÁLICO,348,0.5592826021753201,A,5.6129,11.0911,1.976,Z,AZ
TRUD1495,JGO. PASTILLA DE FRENO,347,0.5599673228408607,A,5.5968,4.9398,0.8826,Y,AY
FLC05,CONECTOR,347,0.5606520435064013,A,5.5968,11.5611,2.0657,Z,AZ
FL1525H8,MODULO GASOLINA SUMERGIBLE,346,0.5613347909135397,A,5.5806,6.249,1.1198,Z,AZ
SP-1181,JGO. PASTILLA DE FRENO,346,0.5620175383206781,A,5.5806,10.2981,1.8453,Z,AZ
FLPFS1137,MODULO GASOLINA SUMERGIBLE,344,0.5626963392110124,A,5.5484,8.5056,1.533,Z,AZ
GM95983139,RULIMAN RUEDA,344,0.5633751401013466,A,5.5484,8.6559,1.5601,Z,AZ
DK2441026000,TEMPLADOR BANDA DISTRIBUCION,343,0.5640519677332786,A,5.5323,6.6907,1.2094,Z,AZ
TRUD1193,JGO. PASTILLA DE FRENO,343,0.5647287953652107,A,5.5323,7.0224,1.2693,Z,AZ
WT1C0945511A,INTERRUPTOR LUZ DE FRENO,342,0.5654036497387406,A,5.5161,4.957,0.8986,Y,AY
DR43206-EM10A,DISCO FRENO,342,0.5660785041122706,A,5.5161,18.7253,3.3946,Z,AZ
DK030145299H,POLEA TENSORA,341,0.5667513852273983,A,5.5,15.5851,2.8337,Z,AZ
FL40B13COM,MODULO GASOLINA SUMERGIBLE,341,0.5674242663425261,A,5.5,9.9365,1.8066,Z,AZ
1H0819373,MANGUERA ENTRADA AGUA A A G V 2 0,341,0.5680971474576538,A,5.5,8.3352,1.5155,Z,AZ
OP3010,BOMBA DE ACEITE,340,0.5687680553143796,A,5.4839,8.1295,1.4824,Z,AZ
MO5151-OEM-2622,TAPA BANDA DIST. SUP,340,0.5694389631711052,A,5.4839,7.0201,1.2801,Z,AZ
USNS-2487,"CHAQUETA DE BIELA AMAROK TSI 2010---2015, TIGUAN (5N_) TFSI 2007---2018, GOLF VI (5K1) 2009---2012, JETTA CLASICO VI 201...",339,0.5701078977694287,A,5.4677,10.9643,2.0053,Z,AZ
SL42GR,SILICON,339,0.5707768323677522,A,5.4677,5.2077,0.9524,Y,AY
PR96536522,ELECTRO VENTILADOR,338,0.5714437937076736,A,5.4516,7.9933,1.4662,Z,AZ
TRUD867,JGO. PASTILLA DE FRENO,337,0.5721087817891929,A,5.4355,12.9623,2.3847,Z,AZ
FL17040-8U002,MODULO GASOLINA SUMERGIBLE,336,0.5727717966123099,A,5.4194,5.2041,0.9603,Y,AY
FL06B109119A,BANDA DE DISTRIBUCION 150S8M23,336,0.5734348114354271,A,5.4194,11.0125,2.0321,Z,AZ
FL6R0919051A,MODULO GASOLINA SUMERGIBLE,336,0.5740978262585442,A,5.4194,4.4087,0.8135,Y,AY
TRUD1162,JGO. PASTILLA DE FRENO,335,0.5747588678232592,A,5.4032,8.325,1.5407,Z,AZ
7865217471462,MODULOS DE GALPON 1,334,0.575417936129572,A,5.3871,10.841,2.0124,Z,AZ
TB04E133062K,CUERPO ACELERACION,334,0.5760770044358849,A,5.3871,8.4479,1.5682,Z,AZ
XI-50X,FILTRO GASOLINA,333,0.5767340994837956,A,5.371,8.3226,1.5496,Z,AZ
FL70VW1007,BOMBA GASOLINA SUMERGIBLE,333,0.5773911945317063,A,5.371,7.0258,1.3081,Z,AZ
FG-0019,FILTRO GASOLINA,333,0.5780482895796171,A,5.371,6.5703,1.2233,Z,AZ
FLMF003POR,MICRO FILTRO,333,0.5787053846275277,A,5.371,17.0211,3.1691,Z,AZ
EP21-0601,JUEGO DE CADENA DE DISTRIBUCIÓN,333,0.5793624796754384,A,5.371,6.2327,1.1604,Z,AZ
TH-1029,FILTRO ACEITE CHEVROLET DMAX 3.0-2.5CC DIESEL 12-->  3/4 X 16,332,0.5800176014649471,A,5.3548,5.8561,1.0936,Z,AZ
PR76532-1,KIT DISTRIBUCION,331,0.5806707499960535,A,5.3387,5.4564,1.022,Z,AZ
ALHP-2448,JUNTA INYECTOR,330,0.5813219252687578,A,5.3226,7.3896,1.3883,Z,AZ
CR1921-Z.E-2634,ELEVA VENTANA MANUAL DELA RH,330,0.5819731005414621,A,5.3226,7.4957,1.4083,Z,AZ
KRGNP-2313,SELENOIDE ENCENDIDO,330,0.5826242758141664,A,5.3226,4.4169,0.8298,Y,AY
PRZ-IX121,REGULADOR VOLTAJE,329,0.5832734778284686,A,5.3065,9.3681,1.7654,Z,AZ
FL5183202AA,MODULO GASOLINA SUMERGIBLE,329,0.5839226798427708,A,5.3065,6.321,1.1912,Z,AZ
FLMF005POR,MICRO FILTRO,328,0.5845699085986709,A,5.2903,5.5891,1.0565,Z,AZ
FL31110-4H500,MODULO GASOLINA SUMERGIBLE,328,0.5852171373545708,A,5.2903,8.4746,1.6019,Z,AZ
WT93307137,PROTECTOR DISTRIBUCION INF.,328,0.5858643661104709,A,5.2903,7.5057,1.4188,Z,AZ
ED0461-TRW-1560,BOMBA DIRECCION HIDRAULICA,327,0.5865096216079688,A,5.2742,9.7966,1.8575,Z,AZ
1J0927183,TROMPO PEDAL EMBRAGUE GOLF 01,327,0.5871548771054668,A,5.2742,12.1365,2.3011,Z,AZ
WT93388682,PROTECTOR DISTRIBUCION POST.,326,0.5877981593445625,A,5.2581,5.7947,1.1021,Z,AZ
FL60160001,MODULO GASOLINA SUMERGIBLE,325,0.5884394683252562,A,5.2419,10.2951,1.964,Z,AZ
FIN17040-JX30A,FILTRO INTANK,325,0.5890807773059498,A,5.2419,9.0673,1.7298,Z,AZ
ALHP-1279,CAUCHO B E AMAROK,325,0.5897220862866434,A,5.2419,10.6932,2.0399,Z,AZ
WT6N0947563,INTERRUPTOR PUERTA,325,0.590363395267337,A,5.2419,4.9569,0.9456,Y,AY
TRUD1434,JGO. PASTILLA DE FRENO,324,0.5910027309896285,A,5.2258,9.4518,1.8087,Z,AZ
TRUD1156V,JGO. PASTILLA DE FRENO,324,0.5916420667119201,A,5.2258,6.8023,1.3017,Z,AZ
13780-62B00,FILTRO AIRE,324,0.5922814024342116,A,5.2258,9.143,1.7496,Z,AZ
307411309.6,BARRA ESTABILIZADORA GOL,324,0.592920738156503,A,5.2258,9.9018,1.8948,Z,AZ
FL5PK,PREFILTRO,322,0.5935561273619903,A,5.1935,9.0462,1.7418,Z,AZ
XI-155,PORTA FILTRO COMBUSTIBLE,321,0.5941895433090754,A,5.1774,4.9628,0.9586,Y,AY
XI-75,BASE FILTRO COMBUSTIBLE-CH.,320,0.5948209859977583,A,5.1613,8.2485,1.5982,Z,AZ
SL90566947,VALVULA CALEFACCION,320,0.5954524286864413,A,5.1613,4.4511,0.8624,Y,AY
CR2741-OEM-2626,GUARDABARROS RH DELA,320,0.5960838713751243,A,5.1613,12.1432,2.3527,Z,AZ
DR43512-52120,DISCO FRENO,318,0.596711367547003,A,5.129,3.9451,0.7692,Y,AY
FG-0578,FILTRO GASOLINA,317,0.5973368904604796,A,5.1129,6.7468,1.3196,Z,AZ
FL60MAZ165,BOMBA GASOLINA SUMERGIBLE,316,0.597960440115554,A,5.0968,11.2375,2.2048,Z,AZ
HP9189,JGO. PASTILLA DE FRENO,316,0.5985839897706284,A,5.0968,4.7032,0.9228,Y,AY
WT036133062P,CUERPO ACELERACION,315,0.5992055661673007,A,5.0806,4.4406,0.874,Y,AY
XI-40,FILTRO GASOLINA,315,0.5998271425639731,A,5.0806,11.3027,2.2247,Z,AZ
OES-12586,MOBIL DELVAC MX 15W40 CANECA,314,0.6004467457022432,A,5.0645,5.6679,1.1191,Z,AZ
XI-51,FILTRO GASOLINA,313,0.6010643755821112,A,5.0484,8.6461,1.7127,Z,AZ
FL7702012450,MODULO GASOLINA SUMERGIBLE,313,0.6016820054619793,A,5.0484,5.939,1.1764,Z,AZ
DR96456494,KIT REPARACION FRENOS,313,0.6022996353418473,A,5.0484,9.1606,1.8146,Z,AZ
TRUD296S,JGO. PASTILLA DE FRENO,313,0.6029172652217153,A,5.0484,12.2585,2.4282,Z,AZ
FLAC6,PREFILTRO,313,0.6035348951015833,A,5.0484,9.9457,1.9701,Z,AZ
FLAC42,SENSOR NIVEL GASOLINA,312,0.6041505517230492,A,5.0323,11.0131,2.1885,Z,AZ
FLBL63,BOBINA ENCENDIDO,311,0.604764235086113,A,5.0161,12.2006,2.4323,Z,AZ
TRUD828,JGO. PASTILLA DE FRENO,311,0.6053779184491768,A,5.0161,5.7879,1.1539,Z,AZ
ETCK5036,KIT  DISTRIBUCION,311,0.6059916018122405,A,5.0161,4.9854,0.9939,Y,AY
FLVW1,PREFILTRO,311,0.6066052851753043,A,5.0161,5.2286,1.0424,Z,AZ
EP20-1440,JUEGO DE CORREAS DENTADAS,310,0.6072169952799659,A,5.0,8.2677,1.6535,Z,AZ
7C3Z9601A,FILTRO AIRE,310,0.6078287053846275,A,5.0,6.0668,1.2134,Z,AZ
1H0959565,CONMUTADOR ESPEJO ELECTRICO G V,309,0.608438442230887,A,4.9839,6.666,1.3375,Z,AZ
5DA358168-431,BOBINA ENCENDIDO,309,0.6090481790771465,A,4.9839,9.0687,1.8196,Z,AZ
TH-8,FILTRO ACEITE FORD STOUT 3/4 X 16,309,0.609657915923406,A,4.9839,7.4498,1.4948,Z,AZ
KR0K95H-18-14XA,JUEGO CABLES DE BUJIA,308,0.6102656795112633,A,4.9677,8.7436,1.7601,Z,AZ
1J0253115J,JUNTA TUBO ESCAPE GOLF IV APK,306,0.6108694965823165,A,4.9355,4.6485,0.9419,Y,AY
PROS3,SENSOR OXIGENO,306,0.6114733136533695,A,4.9355,4.8088,0.9743,Y,AY
FG-3081,FILTRO GASOLINA,305,0.6120751574660205,A,4.9194,10.023,2.0375,Z,AZ
DK1281071C00,TEMPLADOR BANDA DISTRIBUCION,305,0.6126770012786714,A,4.9194,6.5237,1.3261,Z,AZ
PROS1,SENSOR OXIGENO,305,0.6132788450913224,A,4.9194,7.2719,1.4782,Z,AZ
WT2GB121253A,RADIADOR,304,0.6138787156455712,A,4.9032,5.7857,1.18,Z,AZ
FL30028100,BOMBA GASOLINA SUMERGIBLE,304,0.61447858619982,A,4.9032,4.3356,0.8842,Y,AY
T11-1109111LA1BQ,FILTRO AIRE,303,0.6150764834956667,A,4.8871,5.184,1.0608,Z,AZ
HP5232,JGO. PASTILLA DE FRENO,303,0.6156743807915134,A,4.8871,9.4153,1.9266,Z,AZ
EP20-1749,JUEGO DE CORREAS DENTADAS,302,0.616270304828958,A,4.871,12.9683,2.6624,Z,AZ
TRUD1238,JGO. PASTILLA DE FRENO,302,0.6168662288664025,A,4.871,9.5773,1.9662,Z,AZ
WT1H0711574,KIT REPARACION SELECTOR MARCHAS,302,0.6174621529038471,A,4.871,4.7058,0.9661,Y,AY
CR5971-AUT-1618,PANEL PLUMAS,302,0.6180580769412917,A,4.871,4.214,0.8651,Y,AY
FL1525Q7,MODULO GASOLINA SUMERGIBLE,301,0.618652027720334,A,4.8548,11.2864,2.3248,Z,AZ
FL4012V106,BOMBA GASOLINA CUADRADA UNIVERSAL =40106,301,0.6192459784993765,A,4.8548,8.0259,1.6532,Z,AZ
EP34-3000,RECEPTOR RULIMAN DE CAJA COJINETE,300,0.6198379560200167,A,4.8387,3.7122,0.7672,Y,AY
EP21-0620,JUEGO DE CADENA DE DISTRIBUCIÓN,300,0.620429933540657,A,4.8387,5.4954,1.1357,Z,AZ
1H1721335A,CABLE EMBRAGUE G V AUTOMATICO,300,0.6210219110612973,A,4.8387,11.0266,2.2788,Z,AZ
DR96312560,DISCO FRENO,300,0.6216138885819376,A,4.8387,9.9502,2.0564,Z,AZ
FL23217-21010,PREFILTRO,300,0.6222058661025779,A,4.8387,4.6427,0.9595,Y,AY
SL96314169,RESERVORIO,300,0.6227978436232181,A,4.8387,5.3073,1.0968,Z,AZ
TRUD1441,JGO. PASTILLA DE FRENO,300,0.6233898211438584,A,4.8387,5.3738,1.1106,Z,AZ
ALHP-1005,JGO SOPORTE RULIMAN AMORT GOLF IV GOL V,300,0.6239817986644988,A,4.8387,10.0293,2.0727,Z,AZ
ALHP-0692,RULIMAN EMBRAGUE G A S,300,0.624573776185139,A,4.8387,7.1419,1.476,Z,AZ
1J4837462H,LEVANTAVIDRIO ELECT DEL DER CON BASE,300,0.6251657537057793,A,4.8387,6.5357,1.3507,Z,AZ
FLSZ5,PREFILTRO,300,0.6257577312264195,A,4.8387,5.9871,1.2373,Z,AZ
DKR1494,BOMBA GASOLINA SUMERGIBLE,299,0.6263477354886577,A,4.8226,6.9108,1.433,Z,AZ
HP5162,JGO. PASTILLA DE FRENO,298,0.6269357664924937,A,4.8065,11.0728,2.3037,Z,AZ
XI-30,FILTRO GASOLINA,298,0.6275237974963297,A,4.8065,9.5577,1.9885,Z,AZ
FL1J0919051J,MODULO GASOLINA SUMERGIBLE,298,0.6281118285001658,A,4.8065,8.283,1.7233,Z,AZ
03L115264A,BANDA BOMBA DE ACEITE AMAROK,297,0.6286978862455996,A,4.7903,6.0299,1.2588,Z,AZ
HP2003,JGO. PASTILLA DE FRENO,297,0.6292839439910335,A,4.7903,7.3597,1.5364,Z,AZ
XI-01,FILTRO GASOLINA,297,0.6298700017364673,A,4.7903,5.181,1.0816,Z,AZ
PR76183,KIT DISTRIBUCION,296,0.6304540862234992,A,4.7742,5.0495,1.0577,Z,AZ
FG-9580,FILTRO GASOLINA,296,0.6310381707105309,A,4.7742,7.3779,1.5454,Z,AZ
5X0412319,PLATO SUPERIOR AMORTIG DEL GOL,295,0.6316202819391605,A,4.7581,7.8897,1.6582,Z,AZ
VW1H0199609G,BASE MOTOR,295,0.6322023931677901,A,4.7581,4.3243,0.9088,Y,AY
FLLF1T-13-35ZC,MODULO GASOLINA SUMERGIBLE,295,0.6327845043964198,A,4.7581,5.33,1.1202,Z,AZ
1H0959481B,TERMOSWICHT G V PC ALEMAN,294,0.6333646423666472,A,4.7419,5.2485,1.1068,Z,AZ
TRUD349,JGO. PASTILLA DE FRENO,294,0.6339447803368746,A,4.7419,4.5042,0.9499,Y,AY
TRUD1216,JGO. PASTILLA DE FRENO,293,0.6345229450487,A,4.7258,7.4013,1.5662,Z,AZ
PRE240,SOKQUET,292,0.6350991365021232,A,4.7097,8.2724,1.7565,Z,AZ
HP0041,JGO. PASTILLA DE FRENO,291,0.6356733546971443,A,4.6935,7.4954,1.5969,Z,AZ
TRUD1399,JGO. PASTILLA DE FRENO,290,0.6362455996337633,A,4.6774,5.8386,1.2483,Z,AZ
SL217114U00A,RESERVORIO,290,0.6368178445703822,A,4.6774,8.4429,1.805,Z,AZ
FLPFS488,MODULO GASOLINA SUMERGIBLE,290,0.6373900895070012,A,4.6774,9.4728,2.0252,Z,AZ
FL01063B01,BOMBA GASOLINA SUMERGIBLE,289,0.6379603611852179,A,4.6613,5.8336,1.2515,Z,AZ
FL172025090R,BOMBA GASOLINA SUMERGIBLE,289,0.6385306328634347,A,4.6613,8.6955,1.8655,Z,AZ
SL90322216,TUBO CALECFACCION,288,0.6390989312832493,A,4.6452,11.5592,2.4884,Z,AZ
DR8-98006259-C,DISCO FRENO DEL VENT D-MAX 3.0 3.5 4WD 02 279,288,0.6396672297030641,A,4.6452,11.4879,2.4731,Z,AZ
EP20-1178,KIT DISTRIBUCION,288,0.6402355281228788,A,4.6452,6.3857,1.3747,Z,AZ
FL17040-4BA1A,MODULO GASOLINA SUMERGIBLE,288,0.6408038265426934,A,4.6452,6.9401,1.494,Z,AZ
HP3009,JGO. PASTILLA DE FRENO,287,0.6413701517041059,A,4.629,9.8787,2.1341,Z,AZ
ALHP-1421,CILINDRO PRINCIPAL DE FRENOS G V,286,0.6419345036071163,A,4.6129,6.5975,1.4302,Z,AZ
TRUD1095,JGO. PASTILLA DE FRENO,285,0.6424968822517246,A,4.5968,6.3461,1.3806,Z,AZ
TB03F133062B,CUERPO ACELERACION,285,0.6430592608963329,A,4.5968,6.0387,1.3137,Z,AZ
FL30307403,MODULO GASOLINA SUMERGIBLE,284,0.6436196662825391,A,4.5806,10.1275,2.2109,Z,AZ
PR496,AUTOMATICO ARRANQUE,284,0.6441800716687451,A,4.5806,6.4921,1.4173,Z,AZ
ETBK0033,KIT DISTRIBUCION,284,0.6447404770549513,A,4.5806,5.4935,1.1993,Z,AZ
