REFERENCIA,DESCRIPCIÓN,AVG_MONTHLY_SALES,AVG_STOCK,INVENTORY_TURNOVER_PROXY
VW037129101H,VALVULA PCV,0.3548,15.629,0.022704
VW037906265,SENSOR OXIGENO,0.4516,7.7097,0.058577
VW038103601NA,CARTER,1.5484,16.1613,0.095808
VW03L103603M,CARTER,2.2258,16.0161,0.138973
VW03L115105B,BOMBA ACEITE,2.6613,18.4839,0.143979
VW051103601,CARTER,1.1774,25.4677,0.046232
VW06A103601T,CARTER,2.1613,28.3226,0.07631
VW06J115105AB,BOMBA ACEITE,1.3226,20.0806,0.065863
VW171498203,GUARDAPOLVO PUNTA EJE,2.7258,53.3871,0.051057
VW1H0199262F,BASE MOTOR,1.4355,17.4032,0.082484
VW1H0199609G,BASE MOTOR,4.7581,30.2903,0.157082
VW5Z0919149,SENSOR VELOCIDAD,2.6613,66.1935,0.040205
VW6RF199262Q,BASE MOTOR,1.3065,13.4355,0.097239
VW6RF199851C,BASE MOTOR,1.371,28.5484,0.048023
WP92065969,BOMBA AGUA,1.4839,72.5645,0.020449
WP96352650,BOMBA AGUA,3.871,31.129,0.124352
WT014141701E,HORQUILLA EMBRAGUE,3.9194,33.3065,0.117676
WT0261091731,PROTECTOR DISTRIBUCION SUP.,1.8226,22.7419,0.080142
WT0261211339,"TOMA DE AGUA METALICA 2 TOMAS, GOL 1.6-1.8 1995--2006, PARATI, SAVEIRO, SANTANA",0.7419,11.5806,0.064067
WT026121144A,TOMA DE AGUA,1.6774,87.6452,0.019139
WT026906161,TROMPO TEMPERATURA,3.3226,75.2258,0.044168
WT027109675,RETEN VALVULAS,4.3387,109.5484,0.039605
WT0271156119,VARILLA MEDIR ACEITE,12.0484,91.629,0.131491
WT027115611C,VARILLA MEDIR ACEITE,1.3548,16.4355,0.082434
WT0279983851,SENSOR TPS,0.5323,31.9194,0.016675
WT028145278E,TENSOR BANDA ALTERNADOR,1.5645,15.9194,0.098278
WT028919501C,SENSOR TEMPERATURA,0.4516,40.6452,0.011111
WT030109423B,PROPULSOR HIDRAULICO POLO,7.5,59.4194,0.126221
WT030115636D,TUBO ALOJAMIENTO,3.6613,32.6129,0.112265
WT032121026BA,"CAJA REGULADORA DE AGUA SIN  A/C  GOL V 1.6, POLO BRASIL 1.6, FOX",2.629,20.3065,0.129468
WT032121110B,TERMOSTATO,8.5645,66.1774,0.129417
WT032121110L,"TERMOSTADO GOL V 1.6, POLO BRASIL 1.6, FOX 1.6 CON A/C",1.2742,11.8226,0.107776
WT032121113,TERMOSTATO 87º,3.1935,27.9032,0.114451
WT032121121K,"TOMA DE AGUA GOL V 1.6, POLO BRASIL 1.6, FOX 1.6",8.5,53.2258,0.159697
WT036103464G,VALVULA PCV,3.2258,22.4032,0.143988
WT036133062P,CUERPO ACELERACION,5.0806,27.0806,0.187612
WT036919081D,TROMPO ACEITE,1.4194,14.0161,0.101266
WT037121132E,"TOMA DE AGUA, GOLF 1.8 1995--1998, VENTO 1.8 1992-1999",6.9355,76.2258,0.090986
WT037121144H,TOMA DE AGUA,0.5484,8.3226,0.065891
WT037121619,TOMA DE AGUA,0.5323,12.8065,0.041562
WT037906457E,VALVULA IAC,3.9355,81.371,0.048365
WT03C121065B,TUBO REFRIGERANTE RADIADOR,1.6774,16.2581,0.103175
WT03C121111AM,CAJA REGULADORA DE AGUA,3.0806,15.9194,0.193516
WT03L103469F,TAPA VALVULAS,3.5,22.9194,0.152709
WT03L109145B,PROTECTOR DISTRIBUCION,0.7419,25.9516,0.028589
WT03L109521A,PROPULSOR HIDRAULICO,0.7258,75.1774,0.009655
WT03L117021C,RADIADOR ACEITE,1.6129,84.3871,0.019113
WT03L121111AB,TERMOSTATO,0.6613,81.7258,0.008092
WT03L121131M,TERMOSTATO,6.7258,35.1774,0.191197
WT03L906054A,TROMPO PRESION COMBUSTIBLE,3.3548,57.5645,0.05828
WT040121155H,CAJA TERMOSTATICA VIRTUS,0.2419,15.6935,0.015416
WT044907385A,TPS MONOPUNTO,30.0323,315.2419,0.095267
WT048103772C,RESPIRADERO MOTOR,0.0806,21.3065,0.003785
WT048109173D,PROTECTOR DISTRIBUCION SUP.,4.0645,37.2903,0.108997
WT049109111C,POLEA ARBOL DE LEVAS,1.2581,7.3065,0.172185
WT04C109175F,PROTECTOR DISTRIBUCION INF.,3.0645,28.7419,0.106622
WT04E919081A,TROMPO ACEITE,21.2742,220.0968,0.096658
WT04L121026F,CAJA REGULADORA DE AGUA,1.2742,36.0,0.035394
WT050109175A,PROTECTOR BANDA DISTRIBUCION INF.,3.6129,20.7097,0.174455
WT050109309H,PROPULSOR HIDRAULICO,0.3871,89.6774,0.004317
WT052905225C,ROTOR DE DISTRIBUIDOR,4.1935,43.7097,0.095941
WT056105313C,RULIMAN CIGUENAL MOTRIZ,4.5161,111.2742,0.040586
WT059109417J,BALANCINES,0.9355,33.0645,0.028293
WT059121012B,BOMBA DE AGUA AUXILIAR,1.9194,25.371,0.075652
WT068117021B,RADIADOR ACEITE,3.3065,54.0484,0.061176
WT06A103485F,TAPA ACEITE,1.6129,29.3548,0.054945
WT06A103663C,TUBO ALOJAMIENTO,2.4516,19.9839,0.12268
WT06A109108S,PROTECTOR DISTRIBUCION SUP.,4.0806,108.1774,0.037722
WT06A115611C,VARILLA MEDIR ACEITE,0.6935,7.0323,0.098624
WT06A121121C,TOMA DE AGUA,7.8065,64.371,0.121273
WT06A121132,"TOMA DE AGUA GOLF IV, POLO CLASSIC 2000---",0.1774,8.3226,0.021318
WT06B115611C,VARILLA MEDIR ACEITE,0.0968,20.6129,0.004695
WT06H109210AG,PROTECTOR DISTRIBUCION,0.0323,3.8065,0.008475
WT07K121133E,TOMA DE AGUA,0.629,27.9677,0.022491
WT0K9BV1507XF,CAJA REGULADORA DE AGUA,1.2419,66.9677,0.018545
WT12620112,BASE TERMOSTATO,1.629,17.8065,0.091486
WT13049F4300,BASE TERMOSTATO,0.8065,16.7742,0.048077
WT17560-57L00-000,BASE TERMOSTATO,1.7258,20.0,0.08629
WT191407182,BUJE MESA SUSPENSION,4.3226,26.371,0.163914
WT191411315,PERNO BARRA ESTABILIZADORA CON COJINES,2.8226,55.0968,0.05123
WT191411329,BUJE PERNO BARRA ESTABILIZADORA,2.8387,35.7097,0.079494
WT191598625,KIT RULIMAN RUEDA,7.2903,149.629,0.048723
WT191711190B,ANILLO COJINETE MECANICO CAMBIO MARCHAS,9.3871,124.1774,0.075594
WT1C0945511A,INTERRUPTOR LUZ DE FRENO,5.5161,28.5323,0.19333
WT1H0121407A,RESERVORIO,0.4032,19.6452,0.020525
WT1H0422371D,DEPOSITO ACEITE HIDRAULICO,2.1613,29.1452,0.074156
WT1H0711173,KIT BUJES SELECTOR MARCHAS,0.5161,16.0323,0.032193
WT1H0711574,KIT REPARACION SELECTOR MARCHAS,4.871,26.1935,0.185961
WT1H0837187A,BOTON PUERTA,1.1452,19.7419,0.058007
WT1H1819031A,RADIADOR CALEFACCION,14.5645,96.4355,0.151029
WT1HM121253,RADIADOR DE AGUA,1.8065,16.6774,0.108317
WT1J0121087B,TOMA DE AGUA GOLF IV 2000--,0.8226,10.0645,0.081731
WT1J0121087C,"TOMA DE AGUA GOLF IV, BORA 2.0 JETTA 2.0",7.8871,107.9677,0.07305
WT1J0121253P,RADIADOR DE AGUA,39.4839,486.5645,0.081148
WT1J0121407F,RESERVORIO,14.8387,206.8065,0.071752
WT1J0129684CK,TUBO UNION ASPIRACION,0.9032,32.4355,0.027847
WT1J0407181,BUJE MESA SUSPENSION GRANDE,1.8871,34.5645,0.054596
WT1J0411314R,BUJE BARRA ESTALIBILIZADORA,9.3548,61.4677,0.152191
WT1J0411314R-KIT,KIT BUJE,6.4194,58.1935,0.11031
WT1J0412319C,PLATILLO SUPERIOR AMORTIGUADOR DELANTERO SUPERIOR,1.3548,29.1129,0.046537
WT1J0412331CS,BASE AMORTIGUADOR,3.5806,42.1613,0.084927
WT1J0422371C,DEPOSITO HIDRAULICO,2.8226,44.4194,0.063544
WT1J0513353C,BASE AMORTIGUADOR,1.5968,16.6452,0.09593
WT1J0953235J,INTERRUPTOR PARQUEO,16.629,183.129,0.090805
WT1J0959481A,TERMOSWICHT,2.8387,49.2742,0.05761
WT1J0973081,SOCKET TROMPO ACEITE,1.129,36.5645,0.030878
WT1J5949117A,FARO GUIA LATERAL,1.3226,66.5,0.019888
WT1K0121070BD,TUBO REFRIGERANTE RADIADOR,1.7258,11.2097,0.153957
WT1K0121407F,RESERVORIO,6.3226,50.0161,0.126411
WT1K0122291A,ACOPLE REFRIGERANTE,3.2581,17.2742,0.188609
WT1K0407183E,BUJE MESA SUSPENSION,2.4677,31.7581,0.077704
WT1K0959455N,ELECTROVENTILADOR,0.4355,85.8387,0.005073
WT1L8Z-8A080-BB-F,RESERVORIO,1.9355,65.629,0.029491
WT251941521,TROMPO RETRO,1.4032,50.8226,0.02761
WT25199824,BASE CON TERMOSTATO,15.4677,224.7742,0.068815
WT256202G500,CAJA REGULADORA DE AGUA,0.871,14.7581,0.059016
WT26906247,VALVULA IAC,0.9355,17.4194,0.053704
WT279980491,VALVULA IAC,10.5968,73.9194,0.143356
WT2E0121253B,RADIADOR DE AGUA,1.4032,14.4355,0.097207
WT2GB121253A,RADIADOR,4.9032,34.2581,0.143126
WT2H0121253A,RADIADOR,0.9355,19.8226,0.047193
WT2Q0121321,TAPA RESERVORIO,8.371,71.6774,0.116787
WT2Q0121407B,RESERVORIO,2.1774,18.3871,0.118421
WT3051210632,MANGUERA REFRIGERANTE INF.,3.8226,39.6452,0.09642
WT3251212531,RADIADOR,4.0806,26.1774,0.155884
WT3254223711,DEPOSITO ACEITE HIDRAULICO,6.1452,51.2742,0.119849
WT3258812132,GUIA ASIENTO,0.2903,15.8548,0.018311
WT357121321C,TAPA RESERVORIO,6.8226,55.9194,0.122007
WT377412329,BASE AMORTIGUADOR CON RODAMIENTO,3.8065,36.9839,0.102922
WT377905865,CONMUTADOR ENCENDIDO,0.629,76.5161,0.008221
WT3B0121321,TAPA RESERVORIO,8.3065,71.0645,0.116886
WT3Q0955455,TAPA RESERVORIO PLUMAS,0.5645,16.371,0.034483
WT547959481,TERMOSWITCH ELECTROVENTILADOR,1.3871,54.8387,0.025294
WT547959481A,TERMOSWICHT,1.2097,15.0968,0.080128
WT5C0121251E,RADIADOR DE AGUA,4.4677,69.2742,0.064494
WT5Q0121407M,RESERVORIO,7.5645,74.7258,0.10123
WT5QM121251A,RADIADOR DE AGUA,4.4194,42.5161,0.103945
WT5U0121207A,ELECTROVENTILADOR CON BASE,2.5806,20.9677,0.123077
WT5U0121407,RESERVORIO,1.7097,24.629,0.069417
WT5X0121407,RESERVORIO,15.7742,151.3065,0.104253
WT5X0412329,BASE AMORTIGUADOR,1.871,37.5161,0.049871
WT5Z0121253E,RADIADOR DE AGUA,1.5,11.2258,0.133621
WT5Z0121253F,RADIADOR DE AGUA,1.5161,7.8871,0.192229
WT6N0905865,CONMUTADOR ENCENDIDO,1.9355,27.8065,0.069606
WT6N0947563,INTERRUPTOR PUERTA,5.2419,29.6129,0.177015
WT6N0953235B,INTERRUPTOR PARQUEO,14.629,403.0645,0.036295
WT6Q0121253AE,RADIADOR DE AGUA,0.9355,8.9677,0.104317
WT6Q0121407A,RESERVORIO,2.4516,16.7581,0.146295
WT6Q0121619,BRIDA TUBO DISTRIBUIDOR,1.4839,14.8548,0.099891
WT6Q0407182,BUJE MESA SUSPENSION PEQUENO,0.6452,15.8548,0.040692
WT6Q0411315E,BARRA ESTABILIZADORA,3.8226,31.629,0.120857
WT6Q0959455J,ELECTROVENTILADOR,1.0806,16.0968,0.067134
WT6QE121253A,RADIADOR DE AGUA,6.1129,53.5806,0.114088
WT6R0121253A,RADIADOR DE AGUA,2.3548,33.1774,0.070977
WT6RG955453B,RESERVORIO PLUMAS,6.0323,125.2419,0.048165
WT7700111985,TUBO REFRIGERANTE RADIADOR,24.2903,172.5806,0.140748
WT7700600514,CAJA REGULADORA DE AGUA,1.0806,13.6452,0.079196
WT7700869985,TUBO REFRIGERANTE RADIADOR,0.4677,10.9839,0.042584
WT7701041348,TUBO REFRIGERANTE RADIADOR,9.2581,131.129,0.070603
WT7701470460,RESERVORIO,0.1774,4.9032,0.036184
WT811399151B,BASE CAJA CAMBIOS,1.7581,38.1613,0.046069
WT811407181A,BUJE SUSPENSION,2.8226,24.129,0.116979
WT8200134513,TUBO REFRIGERANTE RADIADOR,2.0,33.629,0.059472
WT8200493154,CAJA REGULADORA DE AGUA,0.9194,9.2419,0.099476
WT8200561420,BASE TERMOSTATO,6.7903,125.0323,0.054309
WT8200660882,BASE TERMOSTATO,1.7419,16.8387,0.103448
WT823199381B,BASE MOTOR GOL,3.5806,20.9032,0.171296
WT8V218K218AB,RESERVORIO,0.5484,84.7903,0.006468
WT9046588,BASE TERMOSTATO,17.7581,93.3548,0.190221
WT93307137,PROTECTOR DISTRIBUCION INF.,5.2903,52.6129,0.100552
WT93388682,PROTECTOR DISTRIBUCION POST.,5.2581,36.6129,0.143612
WT93388683,PROTECTOR DISTRIBUCION SUP.,1.871,61.1452,0.030599
WT96182950,PROTECTOR DISTRIBUCION POST.,1.0323,71.5,0.014437
WT96182951,PROTECTOR DISTRIBUCION INF.,28.1613,308.3226,0.091337
WT96182952,PROTECTOR DISTRIBUCION SUP.,1.1935,13.8065,0.086449
WT96325222,PROTECTOR DISTRIBUCION SUP.,1.4677,19.9032,0.073744
WT96325226,PROTECTOR DISTRIBUCION INF.,2.4677,18.5806,0.132812
WT96540793,INTERRUPTOR PARQUEO,2.871,22.5323,0.127416
WTSK121259,BASE TERMOSTATO,0.7581,27.6129,0.027453
WTWLF2151H0,BASE TERMOSTATO,2.6613,19.8871,0.13382
WTXS4G9K478BB,BASE TERMOSTATO,5.8065,37.9516,0.152996
XI-01,FILTRO GASOLINA,4.7903,32.5,0.147395
XI-02,TAPA MODULO GASOLINA,7.4194,79.3548,0.093496
XI-03,FILTRO GASOLINA (31112-3E000),1.2419,18.1452,0.068444
XI-06,FILTRO GASOLINA,12.2903,70.0645,0.175414
XI-07,FILTRO GASOLINA,0.8065,28.0323,0.028769
XI-08,FILTRO GASOLINA,3.871,32.0645,0.120724
XI-102B,FILTRO GASOLINA,1.6129,23.5645,0.068446
XI-13,FILTRO GASOLINA,1.5806,137.0161,0.011536
XI-15,FILTRO GASOLINA,0.9032,72.0806,0.012531
XI-153,PORTA FILTRO COMBUSTIBLE,1.129,13.6935,0.08245
XI-154,PORTA FILTRO COMBUSTIBLE,1.9194,32.0323,0.059919
XI-155,PORTA FILTRO COMBUSTIBLE,5.1774,38.5968,0.134141
XI-17,FILTRO GASOLINA,3.3871,44.1613,0.076698
XI-21,FILTRO GASOLINA,2.9839,17.1129,0.174364
XI-22,FILTRO GASOLINA,2.1452,27.0806,0.079214
XI-23,FILTRO INTANK,2.9194,27.371,0.106659
XI-25,TAPA MODULO GASOLINA SUMERGIBLE,1.9516,31.7258,0.061515
XI-26,FILTRO GASOLINA,13.4355,86.7419,0.15489
XI-27,FILTRO GASOLINA,7.5484,126.5806,0.059633
XI-28,FILTRO GASOLINA,1.3226,53.4032,0.024766
XI-29,TAPA MODULO GASOLINA SUMERGIBLE,7.3065,183.3871,0.039842
XI-30,FILTRO GASOLINA,4.8065,52.0968,0.09226
XI-33,FILTRO GASOLINA,1.7419,14.5484,0.119734
XI-34,FILTRO GASOLINA,3.1935,210.3065,0.015185
XI-35,FILTRO GASOLINA,2.9032,21.7903,0.133235
XI-40,FILTRO GASOLINA,5.0806,53.1613,0.09557
XI-41,FILTRO GASOLINA,1.9194,17.4677,0.10988
XI-45,FILTRO GASOLINA,0.1613,93.4032,0.001727
XI-46,FILTRO GASOLINA,0.5323,84.5161,0.006298
XI-48,FILTRO INTANK,0.5161,7.0645,0.073059
XI-50,FILTRO GASOLINA,2.8226,26.0161,0.108493
XI-50X,FILTRO GASOLINA,5.371,45.4677,0.118127
XI-51,FILTRO GASOLINA,5.0484,71.6774,0.070432
XI-55,FILTRO COMBUSTIBLE,1.5645,18.0806,0.08653
XI-65,FILTRO GASOLINA,0.9677,13.5806,0.071259
XI-69,FILTRO GASOLINA,1.9839,65.4355,0.030318
XI-706,FILTRO COMBUSTIBLE,9.1129,111.7903,0.081518
XI-72,FILTRO GASOLINA,10.5645,71.6935,0.147357
XI-73,FILTRO GASOLINA,1.7258,18.4355,0.093613
XI-75,BASE FILTRO COMBUSTIBLE-CH.,5.1613,74.871,0.068936
XI-80,FILTRO GASOLINA,6.8226,40.5968,0.168057
XI-81,FILTRO GASOLINA,6.0323,37.9194,0.159081
XI-83,FILTRO GASOLINA,5.8226,53.1613,0.109527
XI-84,FILTRO GASOLINA,3.3065,34.5323,0.09575
XI-85,FILTRO GASOLINA,7.4194,75.871,0.097789
XI-88,FILTRO GASOLINA,0.3226,14.7258,0.021906
XI-90,FILTRO GASOLINA,2.3387,15.371,0.152151
XI-91,FILTRO GASOLINA,1.5645,19.2742,0.081172
XI-97,TAPA MODULO GASOLINA,1.371,56.5161,0.024258
XI-99,FILTRO ACEITE CAJA CAMBIO,2.5806,24.0161,0.107455
YKD-01-D,TRICETA,0.7581,11.3065,0.067047
YKD392111NB13,PUNTA HOMOCINETICA,2.4032,32.2419,0.074537
YKD96489845,PUNTA HOMOCINETICA,1.0,72.2097,0.013849
