REFERENCIA,DESCRIPCIÓN,AVG_MONTHLY_SALES,AVG_STOCK,INVENTORY_TURNOVER_PROXY
698286,MASCARILLA REJILLA VENTILACION URANIO,6.0484,49.3387,0.122589
760655,LETRA EMBLEMA SAVEIRO,3.1452,27.6452,0.113769
1784527,ANTENA TECHO,6.1613,80.5161,0.076522
9029858,FILTRO AIRE CHEVROLET SAIL CAB,0.5484,16.6129,0.03301
13272719,FILTRO AIRE,2.5484,61.2258,0.041623
24103565,FILTRO ACEITE SAIL 2012 2017 1.4 N200 N300 M18X1.5,3.6129,33.5323,0.107744
26109675,SELLOS DE VALVULAS MOTOR 1 8,14.7581,125.8065,0.117308
90799322,FILTRO AIRE,8.3065,37.7258,0.22018
95981206,FILTRO AIRE CABINA AVEO EMOTION 1.6 2007-2018,0.3871,4.4839,0.086331
96386780,INYECTOR COMBUSTIBLE,1.6935,57.3387,0.029536
96425700,FILTRO AIRE CHEVROLET SPARK 10/ COB,0.9355,16.7581,0.055823
96536696,FILTRO AIRE,1.0323,72.4032,0.014257
96539649,FILTRO AIRE CABINA AVEO FAMILY CHEVITAXI,1.2258,11.8065,0.103825
96553450,FILTRO AIRE,1.1129,23.5484,0.04726
96827723,FILTRO AIRE,10.6613,74.1935,0.143696
113711333,BOTON PALANCA FRENO GOL,11.9839,112.8226,0.106219
131411811,BRIDA RULIMAN EMBRAGUE GOL,7.7903,52.629,0.148023
191411329,COJIN PERNO B E G V,11.5161,47.8871,0.240485
191955531,RELAY PLUMAS,14.9516,122.6613,0.121893
357412135,KIT TOPE GUARDAPOLVO DEL SUSP G V,1.7742,17.5,0.101382
373868403,MANIJA INT IZQ PLASTICA GOL 98,1.4516,25.7903,0.056285
373868404,MANIJA INT DER PLASTICA GOL 98,3.0968,27.6774,0.111888
377121275,COJIN SUP RADIADOR AGUA GOL,1.9355,24.871,0.077821
377199339,COJIN AMORTIG VIBRACION MOTOR GOL,8.0645,75.2419,0.107181
377399113,SOPORTE DEL GOL 97,2.9355,26.871,0.109244
377412375,CAPERUZA,0.2258,13.8548,0.016298
377598131,KIT TOPE GUARDAPOLVO POST SUSP GOL,0.4194,12.3871,0.033854
377601165,EMBLEMA ARO R15,1.2258,16.7258,0.073288
377857043,MOLDURA PORTA REJILLA IZQ GOL 00,2.6774,27.8871,0.096009
377906383,RELAY B COMBUSTIBLE GOL 97,2.5161,42.5,0.059203
377953516,KIT COBERTURA COL DIRECCION GOL 95,1.0484,11.629,0.090153
811412365,ANILLO ESPACIADOR SOPORTE AMORTIGUADOR,0.6452,12.7903,0.050441
811711593,KIT BUJES P CAMBIOS GOL,1.6935,12.8871,0.131414
857407181,BUJE M S SANTANA,0.6774,81.9677,0.008264
3054198113,TERMINAL BARRA DIR MEC GOL IZQUIERDA01 DRIVEWAY,0.3065,11.0645,0.027697
3259112614,RELAY B COMBUSTIBLE GOL 95 VERDE,2.8226,27.8548,0.101332
14311561111,HORQUILLA 1RA Y 2DA ALTERNA,4.371,23.1774,0.188587
7865217374831,REFRIGERADORA 16 370LT IND TOP,3.371,21.4839,0.156907
7865217388258,SERVICIOS LOGISTICOS,6.3548,40.9194,0.155302
7865217414384,MODULOS DE GALPON 2,1.7903,30.5484,0.058606
7865217471462,MODULOS DE GALPON 1,5.3871,430.5161,0.012513
013311269.1,ANILLO SINCRONIZADO 1 Y 2 GOL,9.4677,76.7097,0.123423
014301467.2,TAPA C C GOL HASTA 2008,1.6613,12.629,0.131545
014311313,CHAVETA CC GOL 1234,1.0,14.3065,0.069899
014941521.1,TROMPO DE RETRO GOL 95,7.1935,53.371,0.134784
020141741B,VARILLA ACCIONAMIENTO C C G V TOPRAN,0.4516,35.4839,0.012727
020301227D,ANILLO HERMETICO ARBOL CC GV,5.9677,40.3226,0.148
020311113B,RETEN ACEITE MOTRIZ C C G V 2 0,4.2097,54.4032,0.077379
020409289B,TAPON CAJA CAMBIOS GOLF,2.4677,32.5323,0.075855
020945415/A,TROMPO DE RETRO G V,0.1129,23.0645,0.004895
026109107B,PROTECTOR SUP B D G V 1 8,3.1452,20.6129,0.152582
026121041P,EMPAQUE BOMBA DE AGUA,2.371,75.871,0.03125
026121053G,MANGUERA AGUA GOL,1.0645,66.8226,0.01593
026121121A,BRIDA TUBULADURA GOL,1.5968,40.1452,0.039775
028103500,CAUCHO DESFOGUE T V,3.3065,54.1935,0.061012
030145299F,POLEA TENSOR B ALT POLO 1 6 BR S A,3.6935,169.3065,0.021816
032105401AH,BRAZO DE BIELA POLO 1 6 BR,1.6452,24.9355,0.065977
032129620B,FILTRO DE AIRE,3.2097,18.9839,0.169074
036103383AM,EMPAQUE CABEZOTE POLO 1 4,1.1129,15.2742,0.072862
036103464G,RESPIRADERO ACEITE POLO 1 6,6.2419,66.2419,0.094229
036109601AD,VALVULA ADMISION POLO 1 4,1.1613,15.7581,0.073695
036109611K,VALVULA ESCAPE POLO 1 4,0.7258,36.0645,0.020125
036109675C,SELLOS DE VALVULAS POLO 6MM,2.8871,28.871,0.1
037121065K,CANERIA DE AGUA 18 GOLF,1.0,9.1129,0.109735
037121065L,CANERIA DE AGUA GOLF VENTO,3.871,35.371,0.109439
037121121A,BRIDA TUBULADORA G V,2.6613,65.3226,0.040741
037121133C,BRIDA S A G V 83 92 PASSAT 95,0.5,27.4032,0.018246
037145271E,BANDA DIRECCION HIDRAULICA SIN AIRE GOLF VENTO,2.4032,13.371,0.179735
037253039D,JUNTA COLECTOR ESCAPE G V 2 0,0.5,20.5645,0.024314
03L103085,RETEN ARBOL LEVAS AMAROK,0.7742,11.5806,0.066852
03L115264A,BANDA BOMBA DE ACEITE AMAROK,4.7903,37.7419,0.126923
03L145100E,BOMBA VACIO SISTEMA FRENO AMAROK,2.6129,133.2903,0.019603
03L903137R,BANDA ALTERNADOR CRAFTER 6PK 1613,0.9839,6.7581,0.145585
04,TRANSPORTE QUITO,7.2581,57.4032,0.12644
048129717D,JUNTA COLECTOR ADMISION G V 1 8 ALEMAN,1.0484,69.8065,0.015018
056919081C,TROMPO PRESION ACEITE BAJA G VCAFE,3.6774,32.0484,0.114746
056919081E,TROMPO PRESION ACEITE ALTA G V BLANCO,1.4194,30.6774,0.046267
058109601C,VALVULA ADMISION GOLF 1 8 TURBO,0.2419,9.5484,0.025338
058109611E,VALVULA ESCAPE GOLF IV 1 8 TURBO,3.3065,18.8226,0.175664
068103085A,RETEN EJE MOTOR ARBOL LEVAS CIGUENAL,0.9194,39.7097,0.023152
068117021B,RADIADOR DE ACEITE,2.7742,36.129,0.076786
06A103663B,TUBO ALOJAMIENTO V ACEITE AKL AGU,2.1452,22.4032,0.095752
06A121011H,BOMBA DE AGUA GOLFIV JETTA 20,9.3871,81.629,0.114997
06A133398F,JUNTA TUBULADORA ASPIRACION,1.3226,20.9839,0.063028
06A198012A,JGO EMPAQUES MOTOR GOLF IV 1 8 TURBO,7.0806,71.1613,0.099501
06A919081D,TROMPO PRESION ACEITE GOLF IV,0.8065,24.1613,0.033378
06C103485N,TAPA DE ACEITE AMAROK,0.2742,6.3871,0.042929
085141165H,RULIMAN EMBRAGUE POLO 1 4,5.6452,25.5323,0.221099
0K74R-23-603,FILTRO AIRE,0.2419,6.3387,0.038168
1109101-K08-A1,FILTRO AIRE,4.5484,36.8226,0.123522
1109101-k80,FILTRO AIRE,3.3871,44.4355,0.076225
13780-58B00,FILTRO AIRE,9.4677,65.4194,0.144724
13780-62B00,FILTRO AIRE,5.2258,95.5645,0.054684
13780-65J00,FILTRO AIRE,1.3387,36.3871,0.036791
13780-77E00,FILTRO AIRE,5.9355,76.129,0.077966
13780-78K00,FILTRO AIRE,16.4839,210.5161,0.078302
1500A098,FILTRO AIRE,3.7581,28.7742,0.130605
16546-1HK0J,FILTRO AIRE,0.1774,4.871,0.036424
16546-86G00,FILTRO AIRE,7.8226,199.8226,0.039148
16546-ED000,FILTRO AIRE,2.1613,21.1452,0.102212
16546-F4101,FILTRO  AIRE,0.871,13.2258,0.065854
17720-3640,FILTRO AIRE,1.1452,10.2419,0.111811
17801-2460,FILTRO AIRE,12.2903,75.9677,0.161783
17801-3380,FILTRO AIRE,2.6774,21.8065,0.122781
17801-3390,FILTRO AIRE,2.5806,32.4677,0.079483
17801-38051,FILTRO AIRE,4.0323,32.2097,0.125188
17801-78020,FILTRO AIRE,1.9032,34.5484,0.055089
17801-78110,FILTRO AIRE,1.1613,65.4032,0.017756
191512131B,TOPE AMORTIGUADOR POST G V,0.5645,81.6452,0.006914
191711208A,CASQUILLO VARILLA MANDO,2.6613,43.2581,0.061521
191953227A,RELAY DIRECCIONALES,2.3387,17.8065,0.131341
1C0945511A,INTERRUPTOR LUZ FRENO GLFIV POLO JETTA,3.5484,69.0645,0.051378
1H0253147B,CAUCHO SOPORTE ESCAPE G V,0.0645,17.3871,0.003711
1H0422371D,DEPOSITO ACEITE HIDRAULICO G V,0.129,20.9839,0.006149
1H0422884,RECEPTOR GOMA DIRECCION G V,21.2581,190.8226,0.111402
1H0698151F,JGO PASTILLAS G V 95 96 FRASLEE PD328,2.2742,31.3065,0.072643
1H0711595,VARILLA SELECT MEC P C FRONTAL G V HUESO,1.8387,17.5806,0.104587
1H0819373,MANGUERA ENTRADA AGUA A A G V 2 0,5.5,41.4677,0.132633
1H0819373C,MANGUERA RETORNO AGUA A A G V,2.7258,71.7097,0.038012
1H0959481B,TERMOSWICHT G V PC ALEMAN,4.7419,56.3871,0.084096
1H0959565,CONMUTADOR ESPEJO ELECTRICO G V,4.9839,40.5323,0.122961
1H1721335A,CABLE EMBRAGUE G V AUTOMATICO,4.8387,50.6452,0.095541
1H4839461A,LEVANTAVIDRIO ELECT POST IZQ G V,6.5484,36.9355,0.177293
1H4839462A,LEVANTAVIDRIO ELEC DER POST G V,0.9516,12.6935,0.074968
1H685714701C,MANIJA GUANTERA G V,3.4194,24.1774,0.141428
1HM121101JAHU,MANGUERA PULPO GV 2 0,0.9677,33.8226,0.028612
1J0121086BG,MANGUERA DOBLE GOLFIV,0.7742,14.6613,0.052805
1J0122291,ACOPLE RADIADOR SUP AGUA GOLFIV,1.8226,86.9839,0.020953
1J0253115J,JUNTA TUBO ESCAPE GOLF IV APK,4.9355,32.2742,0.152924
1J0698123DS,KIT REPARO MORDAZA DEL,4.2258,33.1935,0.127308
1J0711067L,CASQUILLO PALANCA C GOLF IV,0.4032,88.5968,0.004551
1J0721174C,CAUCHO PEDAL EMBRAGUE,4.5645,74.1774,0.061535
1J0819644,FILTRO CALEFACCION GOLF JETTA IV PC,0.7742,12.3548,0.062663
1J0823593C,VARILLA CAPOT GOLF IV,8.3065,341.0968,0.024352
1J0919379A,TERMOSENSOR EXTERIOR 2 POLOS GOLF IV,0.6935,14.9194,0.046486
1J0927183,TROMPO PEDAL EMBRAGUE GOLF 01,5.2742,44.8548,0.117584
1J0945511A,INTERRUPTOR LUZ DE FRENO,2.4032,21.1774,0.113481
1J4837461H,LEVANTAVIDRIO ELECTR DEL LH CON BASE,3.7742,23.3548,0.161602
1J4837462F,LEVANTAVIDRIO ELECT DER,7.0484,43.0161,0.163855
1J4837462H,LEVANTAVIDRIO ELECT DEL DER CON BASE,4.8387,31.8387,0.151976
1J6955707A,BRAZO LIMPIAPARABRISAS PLUMA POSTERIOR,2.0161,31.1452,0.064733
1K0122291R,ACOPLE REFRIGERANTE AGUA BORA,2.2581,64.6935,0.034904
1K0721261R,CILINDRO RECEPTOR EMBRAGUE JETTA 25,1.3065,51.1774,0.025528
1K4959857B,CONMUTADOR VENTANAS AMAROK Y BORA,0.4516,37.7581,0.011961
1K5955651,BOMBA LAVAPARABRISAS BORA,1.2742,38.5323,0.033068
1N0271289-411,FARO NEBLINERO LH,0.4516,11.0806,0.040757
1N0271295-421,FARO NEBLINERO RH,0.5484,12.871,0.042607
1ND012755-111,FARO NEBLINERO LH,1.7097,15.6613,0.109166
1ND012755-121,FARO NEBLINERO RH,2.9194,20.4516,0.142744
1WA013Z40,FILTRO AIRE,1.6129,46.1129,0.034977
23304-EV290,FILTRO DE GASOLINA HINO,2.9516,18.9677,0.155612
23390-0L010,FILTRO DE GASOLINA DMAX TOYOTA VIGO,0.2742,6.0323,0.045455
28113-08000,FILTRO AIRE,7.6129,170.4194,0.044672
28113-1G000,FILTRO AIRE,1.0161,12.8387,0.079146
28113-1R100,FILTRO AIRE,2.5323,19.0,0.133277
28113-2S000,FILTRO AIRE,4.2419,68.9677,0.061506
28113-4H000,FILTRO AIRE,2.2742,57.4677,0.039573
28113-A0100,FILTRO AIRE,2.1452,19.371,0.110741
28113-D3300,FILTRO AIRE,3.4032,39.6129,0.085912
28113-G2100,FILTRO AIRE,2.0161,38.3226,0.052609
28113-G6000,FILTRO AIRE,0.5,17.7581,0.028156
28113-H9100,FILTRO AIRE,2.3871,18.7903,0.127039
305407175.2,PLACA FIJACION ROTULA GOL,0.2581,18.2903,0.014109
305419809A,BUJE B D GOL,2.5484,77.3226,0.032958
305419831.1,GUARDAPOLVO DE LA DIRECCION GOL,1.2097,10.7903,0.112108
305711025.1,KIT BASE PALANCA CAMBIOS GOL,6.3871,66.3387,0.09628
305721338A,GRAPA SEGURIDAD EMBRAGUE GOL,2.3548,27.5,0.08563
307411309.6,BARRA ESTABILIZADORA GOL,5.2258,50.3065,0.103879
307419812.1,TERMINAL DIRECCION H GOL DRIVEWAY,2.1452,19.0806,0.112426
321611939E,MANGUERA DE VACIO G V 1 8,6.6452,55.4516,0.119837
325422375.1,TAPA DEPOSITO HIDRAULICO,3.6774,85.4516,0.043035
325907411.1,RELAY DE POTENCIA GOL 97,1.5645,15.8387,0.098778
327823397.1,PRESILLA VARILLA APOYO CAPOT GOL,3.7097,26.7903,0.138471
34810-65J00,SENSOR NIVEL GASOLINA,4.4032,24.4839,0.179842
373868404A,MANIJA INT DER CROMADA GOL 98 PLASTICA,2.2581,18.2258,0.123894
377399541A,SOPORTE BASE C C GOL,0.5484,32.3065,0.016975
377407365B,ROTULA M S D H P G IZQ GOL 98,2.0,57.4032,0.034841
377711141A,MANOPLA P C GOL,2.8387,54.2581,0.052319
377819371B,MANGUERA CALEFACCION ALIM CON FALLA GOL,0.7581,9.8871,0.076672
3B0837187B,BOTON PUERTA GOLF IV,0.8387,75.5484,0.011102
3BD853601,EMBLEMA DELANTERO PASSAT 98 GOL V,8.5,51.7419,0.164277
3G0598611A,CUBO RUEDA POST TIGUAN,3.129,40.6774,0.076923
4RP008189-151,RELAY BOMBA COMBUSTIBLE,1.8387,65.0,0.028288
4RV008188-461,RELAY PRECALIENTAMIENTO,3.4516,60.5806,0.056976
5-87310455-0,FILTRO AIRE,3.1774,67.2097,0.047276
5DA006623-951,BOBINA ENCENDIDO,0.5,21.2742,0.023503
5DA193175-381,BOBINA ENCENDIDO,13.1935,279.8548,0.047144
5DA193175-441,BOBINA ENCENDIDO,1.6129,18.129,0.088968
5DA193175-481,BOBINA ENCENDIDO,3.629,91.8871,0.039494
5DA193175-501,BOBINA ENCENDIDO,0.9677,7.6129,0.127119
5DA193175-731,BOBINA ENCENDIDO,2.1935,35.9194,0.061069
5DA193175-951,BOMBA DE ENCENDIDO,1.0968,13.4032,0.081829
5DA193175-971,BOMBA ENCENDIDO,0.9194,34.0323,0.027014
5DA230036-181,BOBINA ENCENDIDO,1.6935,20.0323,0.084541
5DA358000-171,BOBINA ENCENDIDO,2.1613,93.0161,0.023236
5DA358000-651,BOBINA ENCENDIDO,3.1774,25.1129,0.126525
5DA358057-031,BOBINA ENCENDIDO,1.629,37.1774,0.043818
5DA358057-471,BOBINA ENCENDIDO,1.9839,11.2903,0.175714
5DA358057-891,BOBINA ENCENDIDO,5.9516,61.3226,0.097054
5DA358168-431,BOBINA ENCENDIDO,4.9839,40.0161,0.124547
5K0498621,CUBO RUEDA DEL GOLF IV 18 BORA,0.0323,9.0323,0.003571
5U0501117,PUNTA EJE POSTERIOR,1.0484,11.7097,0.089532
5X0121293A,DEFLECTOR SUPERIOR,6.1613,113.1774,0.054439
5X0412319,PLATO SUPERIOR AMORTIG DEL GOL,4.7581,66.5161,0.071532
5X0711303B,PALANCA FRENO MANO GOL,2.7742,20.5806,0.134796
5X0857551,PARASOL GOL IZQ PROMOCION,4.2903,29.4516,0.145674
5X0857552,PARASOL GOL DER PROMOCION,2.871,28.5323,0.100622
69826-2,MASCARILLA REJILLA VENTILACION GOL III NEGRA,0.5323,21.9194,0.024283
6PA358066-401,SENSOR OXIGENO,3.0806,21.8871,0.140752
6PU009106-071,SENSOR ABS DELANTERO RH,0.0645,46.2097,0.001396
6PU009106-091,SENSOR ABS DELANTERO LH,1.3226,13.3065,0.099394
6PU009121-451,SENSOR POSICION ARBOL LEVAS,1.1452,16.6935,0.068599
6PU009163-491,SENSOR POSICION CIGUENAL,3.5161,22.0968,0.159124
6PU010039-991,SENSOR ABS LH,6.8871,63.371,0.108679
6PU012039-001,SENSOR ABS RH,1.8871,15.6774,0.12037
6PU012681-021,SENSOR HALL,1.3065,13.0484,0.100124
6PU013122-671,SENSOR POSICION ARBOL LEVAS,1.4677,14.5806,0.100664
6PV008496-701,PEDAL ACELERADOR,0.6774,76.9194,0.008807
6Q0407183,BUJE MESA GRANDE POLO,3.4516,34.5484,0.099907
6Q0711303,PALANCA FRENO MANO POLOBR,8.2419,62.6129,0.131633
6ZF003272-011,TROMPO RETRO,0.1774,93.5323,0.001897
6ZF008621-421,TROMPO RETRO,2.0,26.2903,0.076074
7C3Z9601A,FILTRO AIRE,5.0,57.7581,0.086568
8-97035303-0,FILTRO AIRE,27.4032,406.8871,0.067348
8-97062294-0,FILTRO AIRE,4.5161,53.2097,0.084874
8-971478609-0,FILTRO AIRE,8.3226,92.1452,0.09032
8-97251943-0,FILTRO AIRE,0.8065,12.6129,0.063939
8-97356127-0,"FILTRO AIRE CABINA D-MAX 2.5L, 3.0L (2010/2018)  WINGLE 2.8L (2010/2012) WINGLE 5 2.4L, 2.8L (2012/2018)",3.1129,25.8871,0.120249
8-98071423-0,FILTRO AIRE,0.9355,6.8226,0.137116
8-98071424-0,FILTRO AIRE,8.0484,37.1613,0.21658
8-98140266-0,FILTRO AIRE,16.3871,126.6774,0.129361
811407181A,BUJE M S GOL,0.2742,6.7581,0.040573
811711803A,VARILLA MARCHA CAMBIOS GOL 3257118031,1.4516,34.2419,0.042393
823253147A,CAUCHO SILENCIADOR ESCAPE,0.0323,4.1129,0.007843
8DB355008-591,JGO. PASTILLA DE FRENO,0.2419,6.7742,0.035714
8DB355018-111,JGO. PASTILLA DE FRENO,12.8871,247.3871,0.052093
8DD355104-211,DISCO FRENO DEL.,1.9839,32.9839,0.060147
8DD355105-411,DISCO FRENO POST.,3.0484,24.6452,0.123691
8DD355111-341,DISCO FRENO DEL.,2.7097,33.2097,0.081593
8DD355117-151,DISCO FRENO DEL.,3.5645,58.1613,0.061287
8DD355134-251,DISCO FRENO DEL.,5.8226,38.7258,0.150354
8EA011612-641,MOTOR ARRANQUE,5.6935,115.3387,0.049364
8EA012527-401,MOTOR ARRANQUE,2.5806,26.0968,0.098888
8EL012430-951,ALTERNADOR,7.4839,73.6613,0.101598
8TF358106-101,MODULO GASOLINA SUMERGIBLE,20.5968,100.1452,0.205669
8TF358146-621,BOMBA GASOLINA SUMERGIBLE,3.871,90.0645,0.04298
8TF358303631,BOMBA GASOLINA SUMERGIBLE,0.5323,83.6774,0.006361
95861-64J10,FILTRO AIRE GRAN VITARA SZ CAB,1.7258,19.4677,0.08865
97133-F2000,FILTRO AIRE CABINA KIA RIO 2018,1.4194,37.1129,0.038244
97133-G6000,FILTRO AIRE CABINA KIA PICANTO,9.3226,97.5161,0.0956
97617-4H000,FILTRO AIRE HYUNDAI H1 TQ NUEVA CAB,1.2097,16.0645,0.075301
A12-1109111,FILTRO AIRE,5.8548,77.4677,0.075578
A15251,FILTRO AIRE,3.0968,21.2419,0.145786
ALHP-0066,BUJE GUIA ARBOL PRINC C C G V,1.0,10.3387,0.096724
ALHP-0067,RETEN MOTRIZ EMBRAGUE G V,2.2581,29.5,0.076545
ALHP-0201,TROMPO RETRO POLO-GOLF-JETTA,1.2419,7.2903,0.170354
ALHP-0220,BOMBA DE AGUA POLO 16,3.1935,123.0968,0.025943
ALHP-0231,KIT BANDAS DISTRIBUCION POLO 1 6,1.8871,35.6613,0.052917
ALHP-0260,CAJA REGULADORA AGUA POLO 1 6 CA,2.6613,61.5484,0.043239
ALHP-0373,CARTER ACEITE GOLF JETTA PC,31.1935,226.3387,0.137818
ALHP-0379,POLEA D H GOLF IV,10.7903,137.9355,0.078227
ALHP-0382,TENSOR C POLEA B ALTERNADOR AMAROK,0.7097,79.0484,0.008978
ALHP-0418,BRIDA AMAROK 03L121131M,2.2097,75.0645,0.029437
ALHP-0428,KIT BANDAS Y TENSOR DISTRIBUCION AMAROK,8.4516,144.2581,0.058587
ALHP-0432,EMPAQUE BASE ENFRIADOR AMAROK,0.4677,51.6774,0.009051
ALHP-0439,SENSOR MAF AMAROK,0.6452,28.0806,0.022975
ALHP-0447,EMISOR IMPULSOS CIGUENAL CKP POLO 1 6,1.7742,37.6129,0.04717
ALHP-0480,TERMOSTATO GOLF JETTA IV POLO CLASS,1.2903,21.7581,0.059303
ALHP-0566,BANDA DISTRIBUCION GJ PC 138 D,0.371,14.6774,0.025275
ALHP-0569,TENSOR CADENA B ACEITE,1.6613,21.2258,0.078267
ALHP-0576,BRIDA AGUA GOLF IV JETTA,0.4355,10.5323,0.041348
ALHP-0609,SENSOR TEMPERATURA 2 PATAS POLO,4.0484,30.8871,0.13107
ALHP-0619,VARILLA MEDIR ACEITE GOLF IV AKL AVU AGU,7.9194,46.5323,0.170191
ALHP-0620,BOMBA DE AUA GOLF IV 16 AKL,2.1129,29.4677,0.071702
ALHP-0628,JUNTA EMPAQUE DISTRIBUCION TIGUAN,2.4194,31.6452,0.076453
ALHP-0629,JUNTA CARTER AMAROK,19.6774,222.2419,0.088541
ALHP-0630,SEPARADOR DE ACEITE PCV AMAROK,0.8387,13.7742,0.06089
ALHP-0637,FILTRO DE ACEITE TIGUAN,2.3871,14.7419,0.161926
ALHP-0692,RULIMAN EMBRAGUE G A S,4.8387,54.3871,0.088968
ALHP-0712,SOPORTA LAT GUARDACHOQUES G V,0.0645,48.4839,0.001331
ALHP-0713,RELAY 30,7.3387,81.1129,0.090475
ALHP-0714,ELECTROVENTILADOR GOLF VENT SA,0.4032,88.6452,0.004549
ALHP-0755,SEGURO CENTRAL RIEL ASIENTO 435881203A,1.4032,17.871,0.07852
ALHP-0777,DEPOSITO AGUA RADIADOR C S,1.4839,22.7742,0.065156
ALHP-0789,GUARDAPOLVO PUNTA EJE GOLF,4.129,27.6774,0.149184
ALHP-0866,RADIADOR DE LA CALEFACCION G V III,8.0645,202.2903,0.039866
ALHP-0956,BRIDA DISTRIBUIDOR AKL AVU,2.4516,71.3226,0.034374
ALHP-0977,BASE MOTOR DER,1.6452,20.7258,0.079377
ALHP-1001,RULIMAN SOPORTE AMORT G V97,2.871,55.9516,0.051312
ALHP-1005,JGO SOPORTE RULIMAN AMORT GOLF IV GOL V,4.8387,76.1935,0.063506
ALHP-1015,TERMINAL B D IZQ GOLF IV,13.5645,180.1452,0.075298
ALHP-1016,TERMINAL B D DER GOLF IV,2.2581,23.1935,0.097357
ALHP-1022,BUJE PUENTE POST GOLF IV JETTA,3.0645,33.0161,0.092819
ALHP-1031,DISCO DE FRENO POLO GOLF IV BR BD5602,0.6774,13.4677,0.050299
ALHP-1061,CILINDRO RECEPTOR EMBRAGUE 16 AKL AVU GOLF IV,7.0161,108.0806,0.064916
ALHP-1103,TERMOSWICHT GOLF IV,3.3387,39.1452,0.08529
ALHP-1111,RADIADOR DE LA CALEFACCION GOLF IV,1.2097,17.6452,0.068556
ALHP-1279,CAUCHO B E AMAROK,5.2419,118.1774,0.044356
ALHP-1296,DISCO DE FRENO DEL AMAROK 303MM BD 6382 50,12.4677,66.2419,0.188215
ALHP-1410,CUBO RUEDA DEL G V,1.6129,18.0806,0.089206
ALHP-1421,CILINDRO PRINCIPAL DE FRENOS G V,4.6129,65.3387,0.0706
ALHP-1427,JGO PASTILLAS GTI VENTO 2000 PD329,3.7903,35.4677,0.106867
ALHP-1746,PERNO RUEDA,1.5323,28.5161,0.053733
ALHP-1852,APOYO MOTOR,2.1129,19.4839,0.108444
ALHP-2030,CUBO RUEDA DEL FOX,1.8548,27.0968,0.068452
ALHP-2145,ROTULA M S IZQ POLO FOX,7.3387,47.2742,0.155237
ALHP-2146,ROTULA M S DER POLO FOX,4.2258,60.5968,0.069736
ALHP-2150,VARILLA ACCIONAMIENTO B E POLO,1.0806,21.5968,0.050037
ALHP-2170,CILINDRO RECEPTOR EMBRAGUE POLO BR,1.4839,14.3871,0.103139
ALHP-2209,ELECTROVENTILADOR POLO,2.4839,15.6613,0.158599
ALHP-2213,CONMUTADOR VIDRIOS IZQ DEL POLO 16 BR,2.0161,16.2581,0.124008
ALHP-2234,RADIADOR DE AGUA POLO 03 C A,0.7258,29.0484,0.024986
ALHP-2251,MESA SUSPENSION LH POLO 2017,1.0806,24.371,0.044341
ALHP-2261,MESA SUSPENSION POLO 14,14.3387,253.9839,0.056455
ALHP-2266,CABLE EMBRAGUE POLO HATCH 1 4,8.6129,61.8548,0.139244
ALHP-2372,TORNILLO PINON CIGUENAL SOLO CONSUMIDOR,18.9032,128.0484,0.147626
ALHP-2433,CUBO DE RUEDA,2.5323,20.9194,0.121049
ALHP-2434,TAPON CARTER,1.4839,48.1935,0.03079
ALHP-2437,POLEA REENVIO,2.8871,32.0323,0.090131
ALHP-2441,CERRADURA DE DIRECCION,0.3226,91.4516,0.003527
ALHP-2444,FORRO PEDAL ACELERADOR,2.2097,20.129,0.109776
ALHP-2446,SOPORTE BASE MOTOR,0.6129,7.4194,0.082609
ALHP-2448,JUNTA INYECTOR,5.3226,50.3548,0.105701
ALHP-2452,TUBO CALEFACCION,1.3387,16.9516,0.078972
ALHP-2454,JUNTA INYECTOR,1.3387,17.129,0.078154
ALHP-2458,SELECTOR DE MARCHAS,3.8065,37.7742,0.100769
ALHP-2466,TUERCA DE EXPANSION,22.3387,186.9194,0.11951
ALHP-2469,GUARDAPOLVO PALANCA CAMBIOS LARGA,6.7419,41.8871,0.160955
ALHP-2471,SENSOR DE OXIGENO,3.6452,38.4677,0.094759
ARRENDAMIENTOACTIVOS,ARRENDAMIENTO ACTIVOS,2.6613,61.6129,0.043194
AVM405,JGO. DE RUEDA LIBRE,1.5161,12.8065,0.118388
AVM407,JGO. DE RUEDA LIBRE,1.3065,22.9355,0.056962
AVM418,JGO. DE RUEDA LIBRE,1.0645,14.9194,0.071351
AVM419,JGO. DE RUEDA LIBRE,0.3226,6.8226,0.047281
AVM432,JGO. DE RUEDA LIBRE,0.9516,13.9355,0.068287
AVM433,JGO. DE RUEDA LIBRE,14.8065,219.8065,0.067361
AVM439,JGO. RUEDA LIBRE,1.3226,29.7903,0.044396
AVM443,JGO. DE RUEDA LIBRE,1.9516,17.5,0.111521
AVM453,JGO. DE RUEDA LIBRE,10.7258,137.7419,0.077869
AVM454,JGO. DE RUEDA LIBRE,3.6613,54.0968,0.06768
AVM456,JGO. DE RUEDA LIBRE,9.2903,49.7581,0.18671
AVM460,JGO. DE RUEDA LIBRE,0.9839,16.371,0.060099
AVM461,JGO. DE RUEDA LIBRE,2.3065,44.6774,0.051625
AVM462,JGO. DE RUEDA LIBRE,0.5323,4.2742,0.124528
AVM463,JGO. DE RUEDA LIBRE,7.3548,54.0484,0.136079
AVM465,JGO.DE RUEDA LIBRE,13.9516,93.0484,0.149939
AVM538,JGO. DE RUEDA LIBRE,1.2742,59.9516,0.021254
AVM918,JGO. DE RUEDA LIBRE,2.7903,34.9839,0.07976
