REFERENCIA,DESCRIPCIÓN,N_PERIODS,NON_ZERO_PERIODS,PCT_NON_ZERO,ADI,CV2,DEMAND_TYPE
FLSZ5,PREFILTRO,62,27,0.4355,2.2963,1.531,Lumpy
FLSZNEXT,FILTRO INTANK,62,25,0.4032,2.48,1.7915,Lumpy
FLTU200COM,MODULO GASOLINA SUMERGIBLE,62,25,0.4032,2.48,2.8301,Lumpy
FLTUD,PREFILTRO,62,29,0.4677,2.1379,3.4019,Lumpy
FLTUG,PREFILTRO,62,35,0.5645,1.7714,0.962,Lumpy
FLTUG1,PREFILTRO,62,26,0.4194,2.3846,1.8519,Lumpy
FLVW1,PREFILTRO,62,33,0.5323,1.8788,1.0865,Lumpy
FLWL81-13-ZA0,VALVULA CEBADORA,62,17,0.2742,3.6471,3.8313,Lumpy
FS-1407,FILTRO GASOLINA,62,30,0.4839,2.0667,4.3601,Lumpy
FS-4310,FILTRO GASOLINA,62,12,0.1935,5.1667,11.2798,Lumpy
G601-13-Z40,FILTRO AIRE,62,11,0.1774,5.6364,5.8889,Lumpy
GF-61,FILTRO GASOLINA  UNIVERSAL,62,21,0.3387,2.9524,3.908,Lumpy
GLYSANTING48,REFRIGERANTE,62,12,0.1935,5.1667,4.8053,Lumpy
GLYSANTING48 LITRO,REFRIGERANTE,62,34,0.5484,1.8235,1.0184,Lumpy
GM13592601,FILTRO GASOLINA    SPARK GT,62,29,0.4677,2.1379,1.6788,Lumpy
GM24105453,CARTER,62,9,0.1452,6.8889,7.2658,Lumpy
GM24106343,MOTOR ARRANQUE,62,25,0.4032,2.48,2.9972,Lumpy
GM24109517,HORQUILLA EMBRAGUE,62,7,0.1129,8.8571,11.1976,Lumpy
GM24579728,CARTER,62,27,0.4355,2.2963,1.978,Lumpy
GM25182606,BOMBA ACEITE,62,27,0.4355,2.2963,1.7831,Lumpy
GM25186958,CARTER,62,15,0.2419,4.1333,10.4648,Lumpy
GM25189697,BOMBA ACEITE,62,10,0.1613,6.2,7.1441,Lumpy
GM25189698,BOMBA ACEITE,62,21,0.3387,2.9524,3.1845,Lumpy
GM55566404,CARTER,62,33,0.5323,1.8788,4.304,Lumpy
GM652148,CARTER,62,26,0.4194,2.3846,1.5848,Lumpy
GM9025197,CARTER,62,11,0.1774,5.6364,7.7722,Lumpy
GM90410741,RETEN VALVULAS,62,18,0.2903,3.4444,4.4566,Lumpy
GM9052786,CARTER,62,22,0.3548,2.8182,5.9437,Lumpy
GM9071524,HORQUILLA EMBRAGUE,62,2,0.0323,31.0,41.16,Lumpy
GM9071745,SELECTOR MARCHAS,62,5,0.0806,12.4,14.5,Lumpy
GM92065755,CARTER,62,13,0.2097,4.7692,5.9554,Lumpy
GM93259505,CARTER,62,30,0.4839,2.0667,2.7557,Lumpy
GM93285974,SENSOR NIVEL GASOLINA,62,14,0.2258,4.4286,5.1305,Lumpy
GM94535214,RULIMAN RUEDA,62,11,0.1774,5.6364,6.0036,Lumpy
GM94535484,RETEN VALVULAS,62,18,0.2903,3.4444,3.5706,Lumpy
GM94700309,VALVULA IAC,62,25,0.4032,2.48,3.3554,Lumpy
GM95983139,RULIMAN RUEDA,62,22,0.3548,2.8182,2.4338,Lumpy
GM96263403,RELAY LUCES,62,14,0.2258,4.4286,5.9982,Lumpy
GM96353035,RETEN VALVULAS,62,12,0.1935,5.1667,9.2552,Lumpy
GM96420303,TAPA DEPOSITO AGUA RADIADOR,62,27,0.4355,2.2963,1.6591,Lumpy
GM96481581,CARTER,62,19,0.3065,3.2632,2.6595,Lumpy
GM96518397,CARTER,62,5,0.0806,12.4,12.7778,Lumpy
GM96535010,RULIMAN BASE AMORTIGUADOR,62,20,0.3226,3.1,4.0181,Lumpy
GM96817343,RESERVORIO,62,43,0.6935,1.4419,0.6287,Lumpy
HD36V2,MOTOSIERRA,62,27,0.4355,2.2963,1.6827,Lumpy
HF-15A-X1,MAQUINA,62,25,0.4032,2.48,2.3698,Lumpy
HP0004,JGO. PASTILLA DE FRENO,62,29,0.4677,2.1379,1.44,Lumpy
HP0041,JGO. PASTILLA DE FRENO,62,26,0.4194,2.3846,2.5502,Lumpy
HP1015,JGO. PASTILLA DE FRENO,62,25,0.4032,2.48,2.0367,Lumpy
HP1022,JGO. PASTILLA DE FRENO,62,14,0.2258,4.4286,4.7475,Lumpy
HP1034,JGO. PASTILLA DE FRENO,62,26,0.4194,2.3846,1.7508,Lumpy
HP1039,JGO. PASTILLA DE FRENO,62,34,0.5484,1.8235,2.5665,Lumpy
HP2002,JGO. PASTILLA DE FRENO,62,21,0.3387,2.9524,2.8156,Lumpy
HP2003,JGO. PASTILLA DE FRENO,62,31,0.5,2.0,2.3605,Lumpy
HP2014,JGO. PASTILLA DE FRENO,62,18,0.2903,3.4444,3.5629,Lumpy
HP2020,JGO. PASTILLA DE FRENO,62,29,0.4677,2.1379,2.2457,Lumpy
HP3004,JGO. PASTILLA DE FRENO,62,44,0.7097,1.4091,0.5885,Lumpy
HP3009,JGO. PASTILLA DE FRENO,62,28,0.4516,2.2143,4.5542,Lumpy
HP5013,JGO. PASTILLA DE FRENO,62,40,0.6452,1.55,0.8727,Lumpy
HP5014,JGO. PASTILLA DE FRENO,62,27,0.4355,2.2963,1.6913,Lumpy
HP5146,JGO. PASTILLA DE FRENO,62,29,0.4677,2.1379,3.729,Lumpy
HP5160,JGO. PASTILLA DE FRENO,62,26,0.4194,2.3846,3.6776,Lumpy
HP5162,JGO. PASTILLA DE FRENO,62,21,0.3387,2.9524,5.3072,Lumpy
HP5224,JGO. PASTILLA DE FRENO,62,18,0.2903,3.4444,4.4957,Lumpy
HP5232,JGO. PASTILLA DE FRENO,62,17,0.2742,3.6471,3.7117,Lumpy
HP5266,JGO. PASTILLA DE FRENO,62,33,0.5323,1.8788,1.0885,Lumpy
HP5267,JGO. PASTILLA DE FRENO,62,15,0.2419,4.1333,5.0606,Lumpy
HP5274,JGO. PASTILLA DE FRENO,62,16,0.2581,3.875,4.1333,Lumpy
HP8184,JGO. PASTILLA DE FRENO,62,10,0.1613,6.2,8.07,Lumpy
HP8195,JGO. PASTILLA DE FRENO,62,35,0.5645,1.7714,6.2763,Lumpy
HP8230,JGO. PASTILLA DE FRENO,62,28,0.4516,2.2143,1.9731,Lumpy
HP8373,JGO. PASTILLA DE FRENO,62,20,0.3226,3.1,3.4694,Lumpy
HP8377,JGO. PASTILLA DE FRENO,62,29,0.4677,2.1379,1.461,Lumpy
HP8451,JGO. PASTILLA DE FRENO,62,25,0.4032,2.48,2.2504,Lumpy
HP8452,JGO. PASTILLA DE FRENO,62,22,0.3548,2.8182,2.6381,Lumpy
HP8529,JGO. PASTILLA DE FRENO,62,6,0.0968,10.3333,10.7993,Lumpy
HP8533,JGO. PASTILLA DE FRENO,62,28,0.4516,2.2143,1.5059,Lumpy
HP9188,JGO. PASTILLA DE FRENO,62,6,0.0968,10.3333,10.16,Lumpy
HP9189,JGO. PASTILLA DE FRENO,62,38,0.6129,1.6316,0.8515,Lumpy
HP9293,JGO. PASTILLA DE FRENO,62,28,0.4516,2.2143,1.914,Lumpy
HP9369,JGO. PASTILLA DE FRENO,62,17,0.2742,3.6471,4.4731,Lumpy
HP9409,JGO. PASTILLA DE FRENO,62,28,0.4516,2.2143,2.4872,Lumpy
HP9543,JGO. PASTILLA DE FRENO,62,9,0.1452,6.8889,7.3226,Lumpy
HP9698,JGO. PASTILLA DE FRENO,62,29,0.4677,2.1379,2.2716,Lumpy
HP9961,JGO. PASTILLA DE FRENO,62,11,0.1774,5.6364,7.6063,Lumpy
HP9986,JGO. PASTILLA DE FRENO,62,16,0.2581,3.875,3.96,Lumpy
HP9994,JGO. PASTILLA DE FRENO,62,11,0.1774,5.6364,8.6638,Lumpy
HU7008Z,FILTRO ACEITE,62,36,0.5806,1.7222,3.7184,Lumpy
KIT005HP,JGO MICROFILTRO,62,8,0.129,7.75,10.47,Lumpy
KIT006HP,JGO MICROFILTRO,62,17,0.2742,3.6471,9.1207,Lumpy
KIT007,JGO MICROFILTRO,62,30,0.4839,2.0667,2.5861,Lumpy
KIT007HP,JGO MICROFILTRO,62,3,0.0484,20.6667,28.0625,Lumpy
KIT044,JGO MICROFILTRO,62,42,0.6774,1.4762,0.7389,Lumpy
KIT077,JGO MICROFILTRO,62,33,0.5323,1.8788,2.6542,Lumpy
KR0K2A1-61-710A,ELECTROVENTILADOR,62,29,0.4677,2.1379,1.8389,Lumpy
KR0K2A2-18-W63,REGULADOR ALTERNADOR,62,32,0.5161,1.9375,1.5855,Lumpy
KR0K2A2-67-740,RELAY LUCES,62,37,0.5968,1.6757,0.9454,Lumpy
KR0K2BW-18-160,JUEGO DE BUJIAS         SHUMA 03/CARENS I-II 02/ CLARUS,62,40,0.6452,1.55,0.7223,Lumpy
KR0K30C-15-025B,ELECTROVENTILADOR,62,16,0.2581,3.875,3.3896,Lumpy
KR0K30E-10-155,RETEN VALVULAS,62,13,0.2097,4.7692,4.8658,Lumpy
KR0K30F-18-140,JUEGO CABLES DE BUJIA,62,35,0.5645,1.7714,1.067,Lumpy
KR0K558-18-140B,JUEGO CABLES DE BUJIA,62,26,0.4194,2.3846,2.5359,Lumpy
KR0K95H-18-14XA,JUEGO CABLES DE BUJIA,62,28,0.4516,2.2143,3.0979,Lumpy
KR0KL02-10-155,RETEN VALVULAS,62,38,0.6129,1.6316,0.9634,Lumpy
KR1H0998031A,JUEGO CABLES DE BUJIA,62,23,0.371,2.6957,2.8321,Lumpy
KR21310-21030,BOMBA ACEITE,62,20,0.3226,3.1,3.4488,Lumpy
KR21310-26650,BOMBA ACEITE,62,15,0.2419,4.1333,5.7083,Lumpy
KR21310-2G011,BOMBA ACEITE,62,13,0.2097,4.7692,5.8561,Lumpy
KR22224-23500,RETEN VALVULAS,62,29,0.4677,2.1379,1.5036,Lumpy
KR22224-38010,RETEN VALVULAS,62,2,0.0323,31.0,37.75,Lumpy
KR22441-26801,EMPAQUE TAPA VALVULA,62,6,0.0968,10.3333,15.9091,Lumpy
KR22441-2X001,TAPA VALVULA,62,24,0.3871,2.5833,2.3365,Lumpy
KR23300-2G400,BOMBA ACEITE,62,21,0.3387,2.9524,2.7251,Lumpy
KR24410-2X701,TEMPLADOR BANDA DISTRIBUCION,62,35,0.5645,1.7714,1.1115,Lumpy
KR24578253,JUEGO DE CABLES DE BUJIA,62,45,0.7258,1.3778,0.696,Lumpy
KR24810-2X700,TEMPLADOR BANDA DISTRIBUCION,62,20,0.3226,3.1,4.8291,Lumpy
KR25330-17000,TAPA RADIADOR,62,32,0.5161,1.9375,1.1835,Lumpy
KR25330-3Z000,TAPA RADIADOR,62,27,0.4355,2.2963,1.627,Lumpy
KR25380-1R050,ELECTROVENTILADOR,62,29,0.4677,2.1379,3.8038,Lumpy
KR27301-04000,BOBINA DE ENCENDIDO,62,18,0.2903,3.4444,5.2215,Lumpy
KR27301-26640,BOBINA ENCENDIDO,62,24,0.3871,2.5833,1.8751,Lumpy
KR27350-3X100,JUEGO CABLES DE BUJIA,62,18,0.2903,3.4444,4.7447,Lumpy
KR27430-23700,CABLE DE BUJIA,62,26,0.4194,2.3846,1.8148,Lumpy
KR27450-23700,CABLE DE BUJIA,62,20,0.3226,3.1,3.2982,Lumpy
KR27501-02C00,JUEGO CABLES DE BUJIA,62,27,0.4355,2.2963,1.5296,Lumpy
KR27501-02H00,JUEGO CABLES DE BUJIA,62,42,0.6774,1.4762,0.6602,Lumpy
KR27501-22B10,JUEGO CABLES DE BUJIA,62,44,0.7097,1.4091,0.7633,Lumpy
KR27501-23B70,JUEGO CABLES DE BUJIA,62,31,0.5,2.0,1.3181,Lumpy
KR27501-24A00,JUEGO CABLES DE BUJIA,62,15,0.2419,4.1333,13.7752,Lumpy
KR27501-24C10,JUEGO CABLES DE BUJIA,62,28,0.4516,2.2143,1.5501,Lumpy
KR27501-26D00,JUEGO CABLES DE BUJIA,62,39,0.629,1.5897,0.8571,Lumpy
KR27501-32A00,JUEGO CABLES DE BUJIA,62,34,0.5484,1.8235,2.5566,Lumpy
KR27501-33A00,JUEGO CABLES DE BUJIA,62,6,0.0968,10.3333,12.5679,Lumpy
KR27501-37A00,JUEGO CABLES DE BUJIA,62,13,0.2097,4.7692,9.0417,Lumpy
KR27501-37B00,JUEGO CABLES DE BUJIA,62,26,0.4194,2.3846,2.7784,Lumpy
KR27501-38B00,JUEGO CABLES DE BUJIA,62,22,0.3548,2.8182,3.0383,Lumpy
KR32998031,JUEGO CABLES DE BUJIA,62,20,0.3226,3.1,2.7363,Lumpy
KR36120-21740,AUTOMATICO,62,25,0.4032,2.48,1.7932,Lumpy
KR373998031,JUEGO CABLES DE BUJIA,62,30,0.4839,2.0667,2.6113,Lumpy
KR377998031,JUEGO CABLES DE BUJIA,62,24,0.3871,2.5833,5.1689,Lumpy
KR49506-17A10,GUARDAPOLVO,62,16,0.2581,3.875,4.7407,Lumpy
KR49509-24A00,GUARDAPOLVO,62,27,0.4355,2.2963,2.0163,Lumpy
KR49542-28540,GUARDAPOLVO,62,28,0.4516,2.2143,1.5383,Lumpy
KR54530-22A00,ROTULA SUSPENSION,62,37,0.5968,1.6757,0.8433,Lumpy
KR59760-25000,CABLE FRENO MANO,62,35,0.5645,1.7714,1.0268,Lumpy
KR59770-25000,CABLE FRENO MANO,62,37,0.5968,1.6757,2.4431,Lumpy
KR8-92063672-0,JUEGO CABLES DE BUJIA,62,16,0.2581,3.875,3.751,Lumpy
KR90412744,BOMBA ACEITE,62,28,0.4516,2.2143,4.8614,Lumpy
KR92060980,JUEGO CABLES DE BUJIA,62,42,0.6774,1.4762,0.7017,Lumpy
KR93235772,JUEGO CABLES DE BUJIA,62,25,0.4032,2.48,1.7587,Lumpy
KR93740756,REGULADOR ALTERNADOR,62,22,0.3548,2.8182,2.1517,Lumpy
KR93746999,JUEGO CABLES DE BUJIA,62,34,0.5484,1.8235,2.3745,Lumpy
KR93860-39012,TROMPO RETRO,62,15,0.2419,4.1333,6.7045,Lumpy
KR94580644,RELAY LUCES,62,22,0.3548,2.8182,4.1118,Lumpy
KR95015324,BASE SUSPENSION,62,18,0.2903,3.4444,4.5357,Lumpy
KR95220-2S000,RELAY LUCES,62,38,0.6129,1.6316,0.8283,Lumpy
KR95224-2D000,RELAY LUCES,62,25,0.4032,2.48,2.1068,Lumpy
KR95225-2D000,RELAY LUCES,62,30,0.4839,2.0667,1.3421,Lumpy
KR95550-39000,RELAY LUCES,62,28,0.4516,2.2143,1.3917,Lumpy
KR95710800,SWICH ENCENDIDO,62,26,0.4194,2.3846,1.7965,Lumpy
KR95961350,TROMPO ACEITE,62,21,0.3387,2.9524,2.979,Lumpy
KR95975940,BUJE SUSPENSION,62,14,0.2258,4.4286,7.6827,Lumpy
KR95994977,BARRA ESTABILIZADORA,62,11,0.1774,5.6364,7.928,Lumpy
KR96181318,EMPAQUE TAPA VALVULA,62,23,0.371,2.6957,2.4436,Lumpy
KR96192077,TROMPO RETRO,62,7,0.1129,8.8571,11.1675,Lumpy
KR96211948,JUEGO CABLES DE BUJIA,62,37,0.5968,1.6757,0.9239,Lumpy
KR96245309,GUARDAPOLVO,62,30,0.4839,2.0667,2.5161,Lumpy
KR96256433,JUEGO CABLES DE BUJIA,62,9,0.1452,6.8889,10.9019,Lumpy
KR96288956,JUEGO CABLES DE BUJIA,62,26,0.4194,2.3846,1.6392,Lumpy
KR96291306,JUEGO CABLES DE BUJIA,62,28,0.4516,2.2143,1.7434,Lumpy
KR96305387,JUEGO CABLES DE BUJIA,62,20,0.3226,3.1,6.4257,Lumpy
KR96312545,FLASHER DIRECCIONAL,62,36,0.5806,1.7222,1.9932,Lumpy
KR96314166,ELECTRO VENTILADOR,62,22,0.3548,2.8182,3.9068,Lumpy
KR96325867,SENSOR ARBOL LEVAS,62,27,0.4355,2.2963,1.4688,Lumpy
KR96342284,JUEGO CABLES DE BUJIA,62,5,0.0806,12.4,12.574,Lumpy
KR96350159,BOMBA ACEITE,62,14,0.2258,4.4286,5.1483,Lumpy
KR96352648,BOMBA AGUA,62,5,0.0806,12.4,23.2051,Lumpy
KR96352650,BOMBA AGUA,62,9,0.1452,6.8889,8.0968,Lumpy
KR96353002,EMPAQUE TAPA VALVULA,62,11,0.1774,5.6364,8.3,Lumpy
KR96391553,GUARDAPOLVO,62,26,0.4194,2.3846,6.492,Lumpy
KR96395500,ELECTROVENTILADOR,62,29,0.4677,2.1379,2.2733,Lumpy
KR96450249,JUEGO CABLES DE BUJIA,62,31,0.5,2.0,1.381,Lumpy
KR96460220,JUEGO CABLES DE BUJIA,62,30,0.4839,2.0667,1.3459,Lumpy
KR96489856,GUARDAPOLVO,62,8,0.129,7.75,8.4793,Lumpy
KR96518977,BOMBA AGUA,62,21,0.3387,2.9524,2.7006,Lumpy
KR96535081,PLATO SUSPENSION,62,30,0.4839,2.0667,1.3433,Lumpy
KR96535082,PLATO SUSPENSION,62,39,0.629,1.5897,0.7737,Lumpy
KR96535087,BUJE SUSPENSION,62,20,0.3226,3.1,3.3422,Lumpy
KR96536522,ELECTROVENTILADOR,62,32,0.5161,1.9375,1.1472,Lumpy
KR96536666,ELECTROVENTILADOR,62,24,0.3871,2.5833,2.9465,Lumpy
KR96984145,JUEGO CABLES DE BUJIA,62,27,0.4355,2.2963,3.1221,Lumpy
KR97730-25000,ELECTRO VENTILADOR,62,21,0.3387,2.9524,3.5803,Lumpy
KRGNP-2313,SELENOIDE ENCENDIDO,62,41,0.6613,1.5122,0.6886,Lumpy
KRGNR-D012B,REGULADOR ALTERNADOR,62,6,0.0968,10.3333,11.8099,Lumpy
KRGNR-M022,REGULADOR ALTERNADOR,62,21,0.3387,2.9524,3.1046,Lumpy
KRGNR-V013H,REGULADOR ALTERNADOR,62,39,0.629,1.5897,0.8409,Lumpy
KRNP1147A,JUEGO CABLES DE BUJIA,62,29,0.4677,2.1379,2.0609,Lumpy
LOGIS,SERVICIO DE LOGISTICA,62,13,0.2097,4.7692,5.2775,Lumpy
LOGISD,SERVICIO LOGISTICA D,62,33,0.5323,1.8788,1.0929,Lumpy
MA94587011,KIT BUJES SELECTOR MARCHAS,62,13,0.2097,4.7692,5.644,Lumpy
MA96144874,HORQUILLA EMBRAGUE,62,42,0.6774,1.4762,0.6261,Lumpy
MA96873725,SELECTOR MARCHAS,62,22,0.3548,2.8182,3.0483,Lumpy
MAC90200836,TERMOSTATO,62,19,0.3065,3.2632,5.2158,Lumpy
ME017246,FILTRO AIRE,62,25,0.4032,2.48,1.9418,Lumpy
MO1171-OEM-1972,DEPOSITO CANISTER,62,25,0.4032,2.48,2.7593,Lumpy
MO1691-OEM-2026,DEPURADOR FILTRO AIRE,62,6,0.0968,10.3333,16.05,Lumpy
MO3491-OEM-2629,MULTIPLE ADMISION,62,14,0.2258,4.4286,4.6489,Lumpy
MO3621-OEM-1967,DEFLECTOR RADIADOR SUP,62,20,0.3226,3.1,3.982,Lumpy
MO5151-2M-0107,TAPA BANDA DIST. SUP,62,17,0.2742,3.6471,3.3155,Lumpy
MO5151-2M-0110,TAPA BANDA DIST. INF,62,23,0.371,2.6957,7.2134,Lumpy
MO5151-OEM-2622,TAPA BANDA DIST. SUP,62,27,0.4355,2.2963,1.6388,Lumpy
MO5531-HJ-2638,MANGUERA REFRIGERANTE SALIDA RESERVORIO,62,13,0.2097,4.7692,4.9851,Lumpy
MO5971-AUT-1620,TAPA BATERIA,62,27,0.4355,2.2963,2.9496,Lumpy
MO5971-OEM-1898,BASE PORTA BATERIA,62,21,0.3387,2.9524,4.0235,Lumpy
MO5971-OEM-2631,PERNOS CABEZOTE,62,19,0.3065,3.2632,3.8608,Lumpy
N90813202,TORNILLO CARTER ACEITE GOLF IV,62,23,0.371,2.6957,4.371,Lumpy
NAK06040,KIT EMBRAGUE,62,18,0.2903,3.4444,3.7202,Lumpy
NAK5612P,KIT EMBRAGUE,62,7,0.1129,8.8571,17.6171,Lumpy
NS111105M000,CARTER,62,29,0.4677,2.1379,2.7458,Lumpy
NS11110ED010,CARTER,62,31,0.5,2.0,1.2219,Lumpy
OES-12576-MOBIL,ACEITE MOBIL SUPER 1000 20W50 LITRO,62,13,0.2097,4.7692,6.2716,Lumpy
OES-12585-MOBIL,ACEITE MOBIL DELVAC MX 15W40 MEDIA,62,23,0.371,2.6957,3.6849,Lumpy
OES-12586,MOBIL DELVAC MX 15W40 CANECA,62,32,0.5161,1.9375,1.2525,Lumpy
OES-13182,MOBIL SUPER 1000 20W50 GALON,62,31,0.5,2.0,3.7148,Lumpy
OES-13238,ACEITE MOBIL SUPER 1000 10W30 4X4 GALON,62,21,0.3387,2.9524,3.7692,Lumpy
OES-28130-43600-C,"FILTRO DE AIRE H-100 G-95, MTL-300",62,31,0.5,2.0,4.6343,Lumpy
OES-31111-0M000,BOMBA DE GASOLINA TUCSON NEW SPORTAGE,62,21,0.3387,2.9524,3.6371,Lumpy
OES-9EN0030,ENI I-SINT 5W-30 1QT,62,21,0.3387,2.9524,2.6638,Lumpy
OES-9EN0042,ENI I-SIGMA MULTI 15W40 4EC,62,29,0.4677,2.1379,3.524,Lumpy
OES-9EN0094,ENI I-SINT PROFESSIONAL 10W30 4EC 1QT,62,38,0.6129,1.6316,0.7677,Lumpy
OES-9EN0096,ENI I-SINT PROFESSIONAL 10W30 4EC 1GL,62,15,0.2419,4.1333,5.0234,Lumpy
OES-9EN0138,ENI I-BASE PLUS 20W50 4EC 1QT,62,19,0.3065,3.2632,6.1379,Lumpy
OES-9EN0139,ENI I-BASE PLUS 20W50 4EC SL/CF 1GL,62,38,0.6129,1.6316,2.9681,Lumpy
OES-9EN0254,ENI I-SINT 5W-30 1GL,62,35,0.5645,1.7714,0.9982,Lumpy
OES-CHEMP-15W40-MC,ACEITE CHEMPIOIL 15W40 TRUCK SYNTHETIC 44198,62,39,0.629,1.5897,0.8211,Lumpy
OES-K30A-34-700C,AMORTIGUADOR DELANT RH.. RIO 01/02,62,38,0.6129,1.6316,0.7998,Lumpy
OES-K30A-34-900-C,AMORTIGUADOR DELANTERO LH RIO 2001---2002,62,20,0.3226,3.1,2.8725,Lumpy
OES-S58101A-C,ZAPATAS DE FRENO,62,27,0.4355,2.2963,2.181,Lumpy
OES-SP-1202,PASTILLAS FRENO ELANTRA XD,62,35,0.5645,1.7714,0.9844,Lumpy
OK011-13-Z40,FILTRO AIRE,62,26,0.4194,2.3846,5.3826,Lumpy
OK551-14-302,FILTRO ACEITE  KIA PREGIO,62,31,0.5,2.0,2.5428,Lumpy
OP1042,BOMBA DE ACEITE,62,18,0.2903,3.4444,4.0084,Lumpy
OP3010,BOMBA DE ACEITE,62,22,0.3548,2.8182,2.1976,Lumpy
PG0301.L9,CARTER,62,37,0.5968,1.6757,2.8952,Lumpy
PM01,MOTOSIERRA,62,20,0.3226,3.1,4.854,Lumpy
PR1109,REGULADOR PRESION GASOLINA.       AVEO KIA HYUNDAI,62,45,0.7258,1.3778,0.5225,Lumpy
PR1419,BOBINA ENCENDIDO,62,21,0.3387,2.9524,3.0422,Lumpy
PR18213-65J00,SENSOR OXIGENO GRAND VITARA 2.0,62,41,0.6613,1.5122,0.7133,Lumpy
PR18213-65J11,SENSOR OXIGENO,62,30,0.4839,2.0667,1.2663,Lumpy
PR23796-EN20A,VALVULA VVT,62,27,0.4355,2.2963,1.9672,Lumpy
PR24105479,BOBINA DE IGNICION,62,13,0.2097,4.7692,11.5473,Lumpy
PR39210-23750,SENSOR OXIGENO,62,29,0.4677,2.1379,2.8157,Lumpy
PR4031,REGULADOR PRESION GASOLINA,62,17,0.2742,3.6471,3.4243,Lumpy
PR496,AUTOMATICO ARRANQUE,62,25,0.4032,2.48,2.0087,Lumpy
PR59,REGULADOR PRESION GASOLINA,62,21,0.3387,2.9524,4.717,Lumpy
PR6409065,COMPUTADOR LAPTOP,62,24,0.3871,2.5833,2.9129,Lumpy
PR73001N,KIT DISTRIBUCION,62,22,0.3548,2.8182,2.7544,Lumpy
PR75002,KIT DISTRIBUCION,62,30,0.4839,2.0667,2.7722,Lumpy
PR76043,KIT DISTRIBUCION,62,7,0.1129,8.8571,9.8412,Lumpy
PR76044,KIT DISTRIBUCION,62,22,0.3548,2.8182,2.6397,Lumpy
PR76080,KIT DISTRIBUCION,62,27,0.4355,2.2963,1.63,Lumpy
PR76112,KIT DISTRIBUCION,62,14,0.2258,4.4286,5.4243,Lumpy
PR76142,KIT DISTRIBUCION,62,5,0.0806,12.4,25.0247,Lumpy
PR76182,KIT DISTRIBUCION,62,46,0.7419,1.3478,0.5645,Lumpy
PR76183,KIT DISTRIBUCION,62,34,0.5484,1.8235,1.1187,Lumpy
PR76184,KIT DISTRIBUCION,62,22,0.3548,2.8182,2.809,Lumpy
PR76396,KIT DISTRIBUCION,62,40,0.6452,1.55,0.7426,Lumpy
PR76417,KIT DISTRIBUCION,62,29,0.4677,2.1379,2.387,Lumpy
PR76530,KIT DISTRIBUCION,62,8,0.129,7.75,7.68,Lumpy
PR76531,KIT DISTRIBUCION,62,30,0.4839,2.0667,2.7067,Lumpy
PR76532,KIT DISTRIBUCION,62,11,0.1774,5.6364,15.0868,Lumpy
PR76532-1,KIT DISTRIBUCION,62,34,0.5484,1.8235,1.0446,Lumpy
PR76532-2US,KIT DISTRIBUCION,62,26,0.4194,2.3846,2.1862,Lumpy
PR76536,KIT DISTRIBUCION,62,19,0.3065,3.2632,3.0498,Lumpy
PR76580,KIT DISTRIBUCION,62,15,0.2419,4.1333,3.882,Lumpy
PR76582,KIT DISTRIBUCION,62,22,0.3548,2.8182,2.2705,Lumpy
PR76584,KIT DISTRIBUCION,62,9,0.1452,6.8889,13.2548,Lumpy
PR8253279850,SENSOR OXIGENO,62,33,0.5323,1.8788,1.623,Lumpy
PR9023792,SENSOR OXIGENO,62,30,0.4839,2.0667,3.0031,Lumpy
PR9024423,SENSOR OXIGENO,62,9,0.1452,6.8889,9.2479,Lumpy
PR9052870,SENSOR OXIGENO,62,9,0.1452,6.8889,9.9893,Lumpy
PR93231759,SENSOR OXIGENO,62,30,0.4839,2.0667,1.5183,Lumpy
PR96394004,SENSOR OXIGENO,62,43,0.6935,1.4419,0.6035,Lumpy
PR96417177K,BANDA DISTRIBUCION GATES BLANCA,62,28,0.4516,2.2143,3.2911,Lumpy
PR96536522,ELECTRO VENTILADOR,62,35,0.5645,1.7714,2.1498,Lumpy
PR96553241,ELECTRO VENTILADOR,62,21,0.3387,2.9524,3.5395,Lumpy
PR96864850,SENSOR OXIGENO,62,17,0.2742,3.6471,3.7474,Lumpy
PRAC167,VALVULA IAC,62,5,0.0806,12.4,12.9184,Lumpy
PRAC7180,VALVULA IAC,62,22,0.3548,2.8182,2.6241,Lumpy
PRACD5184,VALVULA IAC,62,9,0.1452,6.8889,9.1719,Lumpy
PRACRE-01,VALVULA IAC,62,18,0.2903,3.4444,4.801,Lumpy
PRAFH45M-46,SENSOR MAF,62,32,0.5161,1.9375,1.5086,Lumpy
PRAFH55M-13,SENSOR MAF,62,24,0.3871,2.5833,2.5655,Lumpy
PRC1149,BOBINA ENCENDIDO,62,22,0.3548,2.8182,2.8626,Lumpy
PRC1200,BOBINA ENCENDIDO,62,25,0.4032,2.48,2.3927,Lumpy
PRC1480/C1542,BOBINA ENCENDIDO,62,26,0.4194,2.3846,1.6862,Lumpy
PRC1542,BOBINA ENCENDIDO,62,6,0.0968,10.3333,12.4504,Lumpy
PRC1543,BOBINA ENCENDIDO,62,13,0.2097,4.7692,7.762,Lumpy
PRC1560,BOBINA ENCENDIDO,62,22,0.3548,2.8182,3.4468,Lumpy
PRC1627,BOBINA ENCENDIDO,62,35,0.5645,1.7714,1.0142,Lumpy
PRC377905105,BOBINA ENCENDIDO,62,15,0.2419,4.1333,7.2438,Lumpy
